Row.names	Phylum	Class	Order	Family	Genus	Species	Confidence	ASVnos
2e58ed208e328a041a05626fd1502922	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.9999999	ASV1
0eb0daf4087d74b006f50a5a06899085	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Collinsella	 s__aerofaciens	0.9812635	ASV10
921d37d118d20869acb71faf26ee8b7b	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9995531	ASV100
0fb108d28d204137f6ee44762ba62570	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9939608	ASV1000
0db90bfb9e5d1fc5bed60ea5364613d7	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	 g__Coprococcus	0.9831602	ASV1001
45d73c455d4c1d3beb293cebde1f1259	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9948766	ASV1002
50176191bb58ec802aec8e53ba80476a	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	 g__Coprococcus	0.9613223	ASV1003
dc1e9467b85ed767b85287cc63979e2b	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9320673	ASV1004
8c6b6df2535f367f02588dec46d7b748	Cyanobacteria	4C0d-2	YS2	 o__YS2	 o__YS2	 o__YS2	1	ASV1005
d3067169b2dec9f7347e2ab82843b6d1	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.9998328	ASV1006
b78c5a8c4d6f50f181867d02857e0e99	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	 g__Anaerostipes	0.8837769	ASV1007
c71bb946ec4e24de86a1adfc97f6268f	Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999433	ASV1008
a7c931242c62120503086f8a16d245c5	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.9999484	ASV1009
161a7d2fd8967ce309e80c8ba2b50465	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	 g__Blautia	0.9012877	ASV101
0c32e6380e906ec425b722d36b260107	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	 g__Blautia	0.9938906	ASV1010
a28d7021b81aee04dc3b5780d6b5f9a5	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.9229405	ASV1011
149d4a2cc848430e1967ba5f4d627686	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.7688907	ASV1012
80e911138a34bf2ff6e31199eafce741	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella	 g__Sutterella	0.9999747	ASV1013
905ea8f08f961c28786f6d26d75635f0	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	 g__Dorea	0.9465229	ASV1014
de82342cb111c2c6e07b10cb67c11814	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9528799	ASV1015
15df100bc175d883c7f852f9ed61e991	Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9992788	ASV1016
4cf2ca06d59354de01a3bc90dc926bd9		 p__	 p__	 p__	 p__	 p__	0.8287976	ASV1017
11dea8188ea29765e618f5fae0e3ea11	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9886422	ASV1018
6e8184565f22b9aa58b60325061a2161	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	 f__S24-7	 f__S24-7	1	ASV1019
017149e048a3aa8351a67498d5ae5f3c	Bacteroidetes	Bacteroidia	Bacteroidales	 o__Bacteroidales	 o__Bacteroidales	 o__Bacteroidales	0.9809585	ASV102
e68b5c1784f5118b8c2ea324330e3574	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.8759278	ASV1020
5706bd7775c2c0b2e1e0bee1eca42b69	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	 f__Succinivibrionaceae	 f__Succinivibrionaceae	0.9281406	ASV1021
df29603377b3810c92034f580b51bbd2	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	 s__gnavus	0.9998797	ASV1022
ea172c9be21aa9c3c5420b3ebbc5224e	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.88799	ASV1023
70d387e75f57864948a4c356b515fff5	Cyanobacteria	4C0d-2	YS2	 o__YS2	 o__YS2	 o__YS2	1	ASV1024
df68822557a5284d2a3f2de42df105b1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	 g__Blautia	0.8044431	ASV1025
f879a185d92d9ec80ec9cf960496c9a6	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	 s__lavalense	0.8555596	ASV1026
b0766b4fdd03759cb966214e809dfac2	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Ruminococcus	 s__gnavus	0.9993625	ASV1027
f6ee66f13059cbc38e54b1478ea55de3	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	 s__fragi	0.9944594	ASV1028
95717c807e172bcc9248c22ff35dc186	Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9360934	ASV1029
2b0fbae3ae0960121298f5e9ccf0eab8	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella	 g__Sutterella	0.9999977	ASV103
086442e9fd88e0e73b7cf297ae3c42c5	Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	ASV1030
e72dd2ba1a55ee98baf28c42545d27b9	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	 g__Enterococcus	0.7075239	ASV1031
716aba6b230a68cc1e37d39952c18e9e	Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9977559	ASV1032
a003cf6b3387bd221b03546f6b7191b5	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.9997698	ASV1033
944f481b79ccd74fad31c6eb935d72ef	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.999997	ASV1034
ecf6e2de41e4a783bb52c16adf8e7493	Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9345237	ASV1035
554a0a5c782d4df2696afe6bb801063a	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	 g__Dorea	0.9897074	ASV1036
ad6ae0b2a7742fe99527f37aa3418708	Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9997155	ASV1037
1bc8571e559a8d8516fb26f7d85d8b60	Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9991761	ASV1038
2b19d724c583d538df71fddde36ef084	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.8478497	ASV1039
090871727cc5ea0d57601af01f3e2783	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	 g__Enterococcus	0.7645096	ASV104
e1edeb172021c2517ee88241d28c0ed4	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9978331	ASV1040
cc23fcbbaa0fab8626a9ff6d00e67ff9	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.8264175	ASV1041
1970094cf7536471077c292efdbd1c0b	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9970952	ASV1042
c43d253d3990314382ee380373a1042a	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.7924553	ASV1043
5ff4346b59e4609a8df2ab6ce0a6ab6d	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.994043	ASV1044
81032de8e072e5aaff1bc988659de1bf	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9938589	ASV1045
173831cfc18d2696325fc1397574be6d	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.9828732	ASV1046
64b03f14e3937f2a47390c4b9fca30d0	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.9709003	ASV1047
10fcfab109b2a4cec7d134f223fd34f8	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	02d06	 g__02d06	0.8335469	ASV1048
8915c703deb7756e6078e7d946b1450e	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	 f__S24-7	 f__S24-7	0.9999999	ASV1049
15b1a6ab5fddc23f12731366dc06f48c	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	YRC22	 g__YRC22	1	ASV105
db8e60b8f280c7a5e57621f4db4739a0	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9822775	ASV1050
778b3e3a151f435fac0e9dc2805aaced	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9990593	ASV1051
294c479714b14e672515e26f9031f1ab	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	 f__Clostridiaceae	 f__Clostridiaceae	0.8483247	ASV1052
ec831e594369b96aec3cc9451bd921ca	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9896322	ASV1053
26d13eaae8a022bd349aba92d3f471b9	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	 g__Streptococcus	0.9999527	ASV1054
1c843aaf08709e0be81ad685d7ec6bd9	Cyanobacteria	4C0d-2	YS2	 o__YS2	 o__YS2	 o__YS2	1	ASV1055
3d29f11ac510920d46d2371e949b437c	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.8439675	ASV1056
b60f12eb0d34624ef1e3105eba4eefb0	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	 f__Christensenellaceae	 f__Christensenellaceae	0.9840935	ASV1057
f77a659f04ac25bf6f14be3ce82796f8	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	 g__Lactobacillus	0.8922093	ASV1058
3a50b500aea9676a4366211b2b0c3862	Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	ASV1059
ab974875ade7d272f72fc67f5098e33f	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	 g__Dorea	0.9269445	ASV106
bd779173f349644b850a1d2379ea1031	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	 f__Fusobacteriaceae	 f__Fusobacteriaceae	0.7816869	ASV1060
bc9216882f287d8c9e96d2c05acf1e34	Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9983061	ASV1061
01183ea8fdd40c12cae950e893a78c18	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	 g__Coprococcus	0.9853651	ASV1062
fc864f5f4a107e4f79e0d3f678f90ee4	Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9998581	ASV1063
3d1b27a37b93dae8b7a0359a2c28505f	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.848238	ASV1064
6c56ffa1f672407ca57f4c888d067e28	Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9995907	ASV1065
dfdccec12ea59245d3f0d5ba292b8150	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.8551402	ASV1066
c371ef5b65a166e25f1931a91c21fa4e	Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9997301	ASV1067
303501b56f4ee3347163e06a610c7ae0	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.8701826	ASV1068
64ab2cad1131c832e0b6c46642355cdf	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	 g__Bacillus	0.8855365	ASV1069
94b871bb353c6998320a525afbd8121d	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 s__copri	0.9999988	ASV107
dd528d22867f1f4fda2cbf3cf35c09df	Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.8857146	ASV1070
da73ee46bd8bdb5880c4adaeb1a5dfc7	Synergistetes	Synergistia	Synergistales	Synergistaceae	Synergistes	 g__Synergistes	0.9999989	ASV1071
6e5048cecc9cbca7dfa3e5f0d5c0b008	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	 g__Coprococcus	0.9887151	ASV1072
c355067dc5e83ff1ab783fb39caf6b68	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9979204	ASV1073
d5c972f154f13d87f19efcfb4f8474ae	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.8693672	ASV1074
24b855f1c508116c77fd20533311fd0b	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9998015	ASV1075
1608ad2bcf79c885ca906eb305ab8ce5	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.9716043	ASV1076
bae4fe19b9ce6cdf86996554529f8ab9	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	 g__Dorea	0.9526235	ASV1077
ea35aa7b2ab048cd01106afe350c659d	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	Fusobacterium	 g__Fusobacterium	0.9654473	ASV1078
0ad986cfea7f50a26923bf6fd885a9d5	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	 g__Blautia	0.9992681	ASV1079
10f66ce9a703b3f4b53149e6ce86d481	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9938143	ASV108
b16c75433c52cc0f16b94b9e6e78ab0d	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9902037	ASV1080
e8b9ca993dd7accec8094b98edb864cc	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	 g__Treponema	0.9991177	ASV1081
6174b6d4b2a1c93e0bdea266e1c1df9e	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	 s__agilis	0.9999876	ASV1082
b0152b806f38871a6e93c35f42cf5e19	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.9999293	ASV1083
82f0042c4903952d0bacb550c6ab9dd7	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.7592926	ASV1084
b94c95bd96da4df6eb4dc652cff973c7	Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9998619	ASV1085
3b898efb547ef66dde43f6dc09e8a254	Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9988348	ASV1086
c58873b5b8189548a159a75c947df8d4	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9870616	ASV1087
80bd2940398ae560ee7b6355682f8d64	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9579974	ASV1088
7fbd2730a193e2ed4858bf920e3fb04c	Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9718592	ASV1089
ab45b00686bf3b09b0583815010a7fc7	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 s__uniformis	0.999766	ASV109
084c38059ff10f2c6c2d3044c87ea2f4	Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9717074	ASV1090
151021853483f50f8d31dcf9bb2be090	Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.999932	ASV1091
207ca6da6985175d466c743650a0f191	Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9996317	ASV1092
bb54116016e850212edfaa9649b53333	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	 g__Anaerostipes	0.8048588	ASV1093
193db932c30ed55c77622bc047301369	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	 f__Coriobacteriaceae	 f__Coriobacteriaceae	0.9741884	ASV1094
30316281581f0fc6b8c83e9b7dd6bc71	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Lachnospira	 g__Lachnospira	0.9999136	ASV1095
720a38299db4e1e4ba64d46901fd8a5e	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9919114	ASV1096
bc0d9b67367ad5732684d7d005ccafb0	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	 f__Pasteurellaceae	 f__Pasteurellaceae	0.9620816	ASV1097
675eb71dac228d53847bdd20026d08eb	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9852508	ASV1098
6aaf0d18f4d82ac663477fedf9b0bcba	Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.997719	ASV1099
3ff5fb0a07713beb3a88212fefe53231	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 s__copri	0.9999994	ASV11
0ce8b55560130da14065dbac4663b005	Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9998055	ASV110
07ac61d53915359680133079384acb23	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.7771047	ASV1100
e9774e4fc7f19f414a29fb9339df08dd	Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999318	ASV1101
64168faf1e843e6824b69b28ec63db98	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9999526	ASV1102
2f982cd278d2260dcc33e237d3691584	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9657313	ASV1103
6f7acf318992937fd12880ebc7df0750	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	 g__Dorea	0.9867378	ASV1104
901f48bfdaa283c49d1b2e3c6e96a120	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	 g__Clostridium	0.9872623	ASV1105
f3dce0e6c06c63b51641537227ff6759	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9086322	ASV1106
4380751858824cafd13a3b464706d102	Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999747	ASV1107
0dafcc5ced8c5523ae6dc11e2346fc30	Fusobacteria	Fusobacteriia	Fusobacteriales	Fusobacteriaceae	 f__Fusobacteriaceae	 f__Fusobacteriaceae	1	ASV1108
be4031ab1ff82438dd8aaa3d09fdbe35	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	 g__Lactobacillus	0.9716008	ASV1109
7d2a42083afed962665c35e60cab60ed	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	 f__S24-7	 f__S24-7	0.9998757	ASV111
24e94fbb2dd04b93b3ba3cd37d7a0f82	Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999047	ASV1110
dd56bc68fffcc45ac694ef22e91bd097	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9999871	ASV1111
4110a0aa52746d0d6279de21a023c101	Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9698413	ASV1112
c63aa9ebe148dd9d496160251d08bb49	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Olsenella	 s__profusa	0.7500753	ASV1113
5b2d9c057039870477d64ca7767875b6	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	 s__luteciae	0.9288783	ASV1114
c8d58d019d5b75a56d2b345d900076f3	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.9817855	ASV1115
a48d6c8ead188d0991609df5acf4a85e	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.9992208	ASV1116
2ab1dfb7c19c0060ec054f033b285425	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	1	ASV1117
cc25e5195e7c41c3e2177a1065843111	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 g__Bacteroides	0.9999974	ASV1118
3c608cc624f353b8ad6a95acc7d0766d	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	 g__Treponema	1	ASV1119
bc9a411a2470825bb3d2ed862504e8ce	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	 g__Peptostreptococcus	0.9994544	ASV112
4863bcb4f7e55d5e116cc61f7e7137bd	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	 f__Erysipelotrichaceae	 f__Erysipelotrichaceae	0.9870056	ASV1120
1a3d2673959c70e0a8e90ef91332a4c6	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	 g__Blautia	0.9705403	ASV1121
28d89efe44e2b03762e7143d7e00ee6f	Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Sutterella	 g__Sutterella	0.9818208	ASV1122
fa4ca81929362be9a5979230390c9716	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	 g__Dorea	0.9829179	ASV1123
23f5019eae91ec08637c75f62dcb3332	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.8262469	ASV1124
6642db7b3e522302d232c9ae4de63a1c	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9992648	ASV1125
5197a5c382a74df6ab841381d9b449f6	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Eubacterium	 s__dolichum	0.9999994	ASV1126
b51e352c646b4a7ff3b9c0b7e9a13cb8	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Subdoligranulum	 s__variabile	0.8599318	ASV1127
9e4d43190f7a8f6744aedd5e13780ec8	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9996434	ASV1128
acb5692519d514ef435289d4805fc399	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.923086	ASV1129
32a35e761cd022c77530293cd287b846	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	 g__Dorea	0.9877705	ASV113
70ee7bf1f0d205f9bf10a9e0a53cbb1a	Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9998972	ASV1130
bcb784b51e3f0ff3a36a0b226416db11	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9951908	ASV1131
104362a5cf4b9a612a7354f0fb8d6b14	Firmicutes	Bacilli	Lactobacillales	Leuconostocaceae	Leuconostoc	 s__mesenteroides	0.975647	ASV1132
3dec95a97c9a59fb1c31dfba244e5dd1	Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999695	ASV1133
7389be1e996346b74cf06c0f16487fdd	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9495595	ASV1134
12cb0853f944d6953da00384534019b9	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.934519	ASV1135
77f7d0ad8425aa0af38fb1f9d8883e38	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9527696	ASV1136
5628e4457d2f40a22e2289aed27c943a	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	 g__Clostridium	0.784344	ASV1137
03539ccc6734602334d27212e155cfcb	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 s__ovatus	0.9994207	ASV1138
aecadf2c96a51eecce3f1591276414b8	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	 s__dispar	0.9951231	ASV1139
08bb8a3f5526891084c1dabd0db45b5e	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	 f__S24-7	 f__S24-7	1	ASV114
ddb5de0e49c2c5903edea4192d9d0e50	Bacteroidetes	Bacteroidia	Bacteroidales	RF16	 f__RF16	 f__RF16	0.9999984	ASV1140
18f862a54ec48b758be72017b2e91fa9	Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.8166296	ASV1141
e037227469eef45cc94707d3753e33a3	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.9998919	ASV1142
973a142f7ce4c979d94e49cc0293b60f	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.9966698	ASV1143
a475f6b1f5edbfa259975539405b64bb	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Dialister	 g__Dialister	0.9999998	ASV1144
6580b065e8cf96ecef16f30e86fe9434	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.999541	ASV1145
1335a1a5c394cb0543289d032208e57f	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	 s__finegoldii	0.7486202	ASV1146
4f971af05307339e121fd2b748b724fa	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	 g__Corynebacterium	0.9101607	ASV1147
a2e8446625dff132243a650cc7a50cd7	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	 g__Clostridium	0.8259597	ASV1148
