OTUs	Phylum	Class	Order	Family	Genus	Species	Confidence
0007b724b0d798f7bea1a4b4da21ede7	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	unclassified_Oscillospira	0.9945801
0007c29dcbab10c9c70702bd35c7c1e2	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9999546
002bbad94d781aae5ebe34299c15ae42	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	unclassified_Parabacteroides	0.7067078
003822bc057a1e72361187856d78778f	Tenericutes	Mollicutes	RF39	unclassified_RF39	unclassified_RF39	unclassified_RF39	1
0038880002af9092cd2394d3f9b8f58c	Tenericutes	Mollicutes	RF39	unclassified_RF39	unclassified_RF39	unclassified_RF39	1
005806e5d85df7284ae9f24e65d32772	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.8776258
0058cd5f81cb19683744a0ddd70cda13	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9991241
005e76c77217aa6e85e714c970feb805	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.9820548
0068b6ddb65e1617a197a7c787598205	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	unclassified_Parabacteroides	0.9997438
006d868b163257dd1d2b072d15da9d01	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.950958
007778fad8f0aee37bcb2eade5f56547	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9966802
0077d2112b9fcb2fd18ebf986a8287b2	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	unclassified_Ruminococcus	0.9454545
007b4dc492d783746407f4a039751f86	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium perfringens	0.9998277
0095a30bc8902882a96c904c598be3dc	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	YRC22	unclassified_YRC22	1
00998160503d7a0e3f13539dd8556ede	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9999409
009b11210bdd1c9b98abe559aa377fba	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9977275
00a475cc017345b25f6aa3dd9324d7a1	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	unclassified_Blautia	0.8299048
00abc0203dadc49e18a7744d0bb8af1e	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9997562
00b29dbcfbabb5a2a7656b78aa36fac4	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9998387
00b8eb0e86881a5cbb82364acaea6431	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	unclassified_Dorea	0.9999599
00bdeb20c6ad1b20b3cb30cb7cd71b55	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.8756867
00bea0d59344122ef5fbfed417a30dc3	Tenericutes	Mollicutes	RF39	unclassified_RF39	unclassified_RF39	unclassified_RF39	1
00c56efec9f3a5efaa4bb8f043420ad7	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	unclassified_Coriobacteriaceae	unclassified_Coriobacteriaceae	0.9994572
00e65693941dbf07a7f0287005e77491	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	Blautia obeum	0.9237187
00ecbefe22f5c5827899ce1cbcc4d4ac	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	unclassified_Coprococcus	0.9461375
00ef3996a923c4b1e62e890a52c93418	Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	unclassified_Mogibacteriaceae	unclassified_Mogibacteriaceae	0.9999993
010abf531544b3a5bc560ce085d185b1	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.952059
01176895e2e1cb6032ffd2f2f9f4f00e	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	Fibrobacter succinogenes	1
01183ea8fdd40c12cae950e893a78c18	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	unclassified_Coprococcus	0.9853651
0126d079c248dfe808054ff3023cf91f	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.7317336
013dc528bc30aabd9bbea5eaba362f00	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Akkermansia	unclassified_Akkermansia	1
01529c01dfc5d0bd96bd25b2e0f66635	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	unclassified_Lactobacillus	0.9993614
016496b4cf7f894d83ecfc06c709a0f8	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified_S24-7	unclassified_S24-7	0.9999952
017149e048a3aa8351a67498d5ae5f3c	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified_Bacteroidales	unclassified_Bacteroidales	unclassified_Bacteroidales	0.9809585
01804801bd36e230059acee08e1a648d	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9999865
0186b99f10cec5053f8d2f704dd056dc	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9999556
018a065095c09459dc6de5b06f0969f5	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.9839292
019a64110cf0dac3b7fbd4f42a11f811	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	unclassified_Corynebacterium	0.9947718
01a9324d1bace359c510ff4f59c66864	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	unclassified_Christensenellaceae	unclassified_Christensenellaceae	0.9999968
01ab0f979b9f6b4cf5fb351aeca5c7e8	Tenericutes	Mollicutes	Anaeroplasmatales	Anaeroplasmataceae	Anaeroplasma	unclassified_Anaeroplasma	0.9999809
01be7321c1a52e709e47b505a87cbd32	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9997365
01cb89d55d38d2159eac159d1c794590	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	unclassified_Veillonella	0.9998614
0207e34abfcc9ca060db738c89b64e02	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes indistinctus	0.9999999
0215f3771c9a2c8321474f718f6053d9	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9627221
02280b3d4f24e118f1aba2a7c0bc7e31	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9964318
02456b3bd38d79b07358db18bdaf241d	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	Prevotella	unclassified_Prevotella	0.9999876
0254796f5ddd8ca1a78f8f574170bdb1	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger	Gemmiger formicilis	0.8592139
028e626cb7b019d7d766932a22d8e47d	Spirochaetes	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	unclassified_Treponema	0.9999729
0291d7a18ba1e1602f7d2fae45738ca3	Euryarchaeota	Thermoplasmata	E2	Methanomassiliicoccaceae	vadinCA11	unclassified_vadinCA11	0.9999996
029977be33253cf91dbd218d98b0425d	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	unclassified_Ruminococcus	0.8740258
02a54218b0ba6db82bbc5be0349f4f89	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.8312345
02a7c29c8113e94bc00cdc4dd23fcee2	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9695328
02b0987fc964fdf78540e093a93e8a46	Bacteroidetes	Flavobacteriia	Flavobacteriales	Weeksellaceae	Chryseobacterium	unclassified_Chryseobacterium	0.9629798
02b4efd4a0235c8683758eac3ed58ef9	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	Parabacteroides distasonis	0.999994
02bf59e6baff03adba6679efdde5ffd3	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9946622
02c3cbc01211169ce2a3cb437c94a5b6	Tenericutes	Mollicutes	RF39	unclassified_RF39	unclassified_RF39	unclassified_RF39	1
02c95152685a752995d921a96d07b75c	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9570283
02d1f0487d3da562f20a157d80d11de4	Tenericutes	Mollicutes	RF39	unclassified_RF39	unclassified_RF39	unclassified_RF39	1
02e58818743e7f643da751cf99b558da	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.8610869
02e5de5f6cb1e7ffa52b542e311cd6e7	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.761696
0309cbe49a1c76da131ba30fcbf4a488	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.7540804
030acd0293f4b429e240928e45fa68be	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.8697138
030c4beeb86e7311dc21f59869fda3b2	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	unclassified_Corynebacterium	0.9950613
032412ab16748c6e2cdeab1b4587bddf	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	unclassified_Prevotella	0.9999956
03246a85a4578209dca18ee73e8e718f	Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	unclassified_Mogibacteriaceae	unclassified_Mogibacteriaceae	0.9981254
03272d0075650163bd7731bd9a33bc37	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9761209
032d4bdea41b55aa455224f44e9e2699	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella stercorea	0.9999999
0346dacbf6208c48abccaab96a018342	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9987437
034f5cd854281e44d698b7ae0dd5f475	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	unclassified_Prevotella	0.9999804
03539ccc6734602334d27212e155cfcb	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	0.9994207
03672a18b78ad1b96e8a88ca6d8941cf	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	unclassified_Corynebacterium	0.8759464
036b7d1ab29c3c430008f48af7134294	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9994349
036d3dc1b361f111fd775c0c30543e96	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	unclassified_Butyrivibrio	0.9348159
036e44fef8600a11f4ee55687a5eef4c	Tenericutes	Mollicutes	RF39	unclassified_RF39	unclassified_RF39	unclassified_RF39	1
037150cabc8b9255b9e995fa0ce921b7	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	unclassified_Ruminococcus	0.746103
03833f90757408b9211c02b11925c1b9	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.9931142
038e13c5a9212e524c1d6bbee1f54266	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	unclassified_Ruminococcus	0.9754588
03900d255ca33ac9f8e965ab84aed92a	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	unclassified_Phyllobacteriaceae	unclassified_Phyllobacteriaceae	0.974294
039410267bff2af88e798929cfeec104	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	unclassified_Ruminococcus	0.9999902
039c44ee76ea9aa9ba7e6c201d37b62f	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9999786
03a6f249ce161bb5a9e7334b5dfdfe0b	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.9120239
03a7be457fd047c93396e2a48dd2f1b5	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9999539
03abe422cf2c21dd803618187a5fbad4	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Sharpea	Sharpea azabuensis	1
03b19a4465a800a4a5a4e1fb4acde9d5	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9980947
03bd1d847ba23932f7f2a86b0147b3ef	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.8048021
03c5a0c8d6a5ae5a3580d51b8bac063c	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9915086
03c6e4473f683d7cfd4c7d5577165b9f	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	unclassified_Bulleidia	0.9999896
03c7a9498856fd18613f728a719c9391	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	unclassified_Methanobrevibacter	1
03c8b488abbf4d69c0833565a259cced	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9892174
03f52b17e5b7ce5121fe177c85fbeab9	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus luteciae	0.9408069
04092496d4bd9faabb1337fd4dbf5b29	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	unclassified_Erysipelotrichaceae	unclassified_Erysipelotrichaceae	0.9880568
04119e0c2396a12c9241ccdda98eadba	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified_S24-7	unclassified_S24-7	0.9999844
0413d96eaa2562d58cb53c18b150b29d	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	unclassified_Prevotella	0.9999908
04168a6929dd7aa9f31397a9871ed2a5	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	1
041905eccf2b98f384365b9b7d13a0b8	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.9414646
041bf4c305b09b9988132c638f506bb9	Tenericutes	Mollicutes	RF39	unclassified_RF39	unclassified_RF39	unclassified_RF39	1
04252ae0558951e2b2834f2212643a7b	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	unclassified_Ruminococcus	0.9999239
0425b8e52ecd0d732bb341d77b97b83b	Bacteroidetes	Bacteroidia	Bacteroidales	unclassified_Bacteroidales	unclassified_Bacteroidales	unclassified_Bacteroidales	0.9978934
0429088591f4d10c4161a22dea8bffdc	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9993414
0440b8664341eb1cc45270b3587cefdf	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.8544612
04410302430d6802ad41fee9adfdabea	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9997143
0455070881ba486b2b7c948b6c2b0d76	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.9398417
047224be21e39a6af6bb1da41e6516e4	Cyanobacteria	4C0d-2	YS2	unclassified_YS2	unclassified_YS2	unclassified_YS2	1
0488abbcc8607f88014d3bc67ed26179	Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	unclassified_Mogibacteriaceae	unclassified_Mogibacteriaceae	0.999972
048bd65d2094e446bfc251dc6e1d4f84	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.8298506
049497e17385966f67e062c2322e3115	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unclassified_Clostridium	0.9768102
04997e95ff1ae91cb48049d5c6550ef3	Tenericutes	Mollicutes	RF39	unclassified_RF39	unclassified_RF39	unclassified_RF39	1
049a6d553f37909925cfa6c72ed7a30b	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9998675
04aa2009e8fbedbc865fe9227373d743	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Faecalibacterium	Faecalibacterium prausnitzii	0.9981893
04db8293e8f287798f8880a42d423265	Synergistetes	Synergistia	Synergistales	Synergistaceae	Synergistes	unclassified_Synergistes	0.9999912
04e09a698559a146441768b1183eeee2	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	unclassified_Coriobacteriaceae	unclassified_Coriobacteriaceae	0.9997861
04e51344939350d4233dc07801511668	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	1
04f2c61f429661853bd9b77629b49225	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified_S24-7	unclassified_S24-7	1
04f7c05bec08c984abd49bde09d47fec	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus bromii	0.9998922
04fa25f7bcbc65c948dd842cb33be76b	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9404222
04fdfc1c24c32691420d0f0bc167e071	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9965171
0500de703b1b73f5f6ee3651a9421384	Tenericutes	Mollicutes	RF39	unclassified_RF39	unclassified_RF39	unclassified_RF39	1
0524de382b7c6674d1566c3858a19e97	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	unclassified_Clostridiaceae	unclassified_Clostridiaceae	0.9999012
05280467285804b531c8c23653708b78	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.8778641
0528cefeffee6778504b00a67f9c9e9b	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified_S24-7	unclassified_S24-7	0.9999949
0528e9a87ace4494657295b803af844e	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides coprophilus	0.9618867
0529295ee061998cc2f122e843664a02	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9715271
053c8a7637a0499811480dd5f4f6547f	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.8140287
05447bc23d99e4ea2ba60082f367c482	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9958997
0544f258c8aa0f804d9da2369838731c	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9998008
054b444d64cbf52e30aef4be8f6b0bf0	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9455264
054df1699f56842c1865959ac4b6caa1	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	unclassified_Porphyromonas	0.9999648
0558a2d834afd4c225c7b0537a0ae7d0	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	unclassified_Oscillospira	0.9999
0559d63f7ec9180afe07ca2739cd5b91	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	unclassified_Pirellulaceae	unclassified_Pirellulaceae	0.999994
0566b72315774428de7bac9de22c09ff	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9988171
0571b8e4fcdb6932d0650feb18245cfd	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium	Clostridium methylpentosum	0.8915807
058070957bcae1a4b1593bca07ad4d1c	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	unclassified_Sphingomonas	0.9869846
05b59c3b859f595e7718d26ced832e86	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9952948
05b6bcba903845f70841e03db89c0c67	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	Butyricicoccus pullicaecorum	0.9996508
05ba0244cc705a197e03f3be458df9aa	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus flavefaciens	0.9981071
05c125d916a6ed86253d18505070b6b4	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9999791
05c1e43e66d79b9c5851cb5139c28297	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	unclassified_Blautia	0.9999529
05cbfa845cdf9ee1739ce743c307f133	Tenericutes	Mollicutes	RF39	unclassified_RF39	unclassified_RF39	unclassified_RF39	1
05d07ba6dff783fc690247fac1d24742	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	CF231	unclassified_CF231	0.9999964
05d1bcf22d7ecc447617ffd1ea1a0e14	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9128702
05e3e8e8e29c6f1f55a9e8b242e437cc	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9766701
05efb8904cb569c159a2d6a390968a77	Proteobacteria	Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	unclassified_Alphaproteobacteria	0.9777715
05f1d4fc590f707148b1a5e1fd333e7b	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	unclassified_Coriobacteriaceae	unclassified_Coriobacteriaceae	0.9999749
05f5019e5d587ab70231bf31e479499d	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9539543
05fa3f19a5ae64851d3a0edd4e9b3811	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	unclassified_Veillonellaceae	unclassified_Veillonellaceae	0.9992411
061350336af523b23f2ababa3e891e52	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	1
061d86df4ee173ff40d0872a01087791	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus flavefaciens	0.9999618
062b16bada30d2fb4e55377f20736e5c	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	unclassified_Coprococcus	0.9807506
06318ae045ae72b3b6e8e629b979844b	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	unclassified_Bacteroides	0.958062
06329c5c7ba984f4b56d83eb13eec1c2	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	02d06	unclassified_02d06	0.8977941
06395a2794219dc40b9a3c91c85194c5	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.907436
0642ef98138a1278726674f23981fb35	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9953432
0647498a10aa228708a668f8bb60ac45	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	unclassified_Ruminococcus	0.8156217
064d1e2459c889435d3d034f2e64fe03	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9896152
0669d7846fe47c8078ec91117c98baa6	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	unclassified_Porphyromonadaceae	unclassified_Porphyromonadaceae	0.9999996
0670851d659ff95cc82331373329d671	Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	unclassified_Mogibacteriaceae	unclassified_Mogibacteriaceae	0.9999991
068cc04173855f62123c3a1f18cbd16e	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified_S24-7	unclassified_S24-7	1
06978d4136fb57572301d496caa22cc3	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.8262714
06a682eba5befa22343c3786f784bfc4	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.9678025
06b6e688a42929a3949c85ef82df0bd2	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9926383
06c2bcb42a3b17d191234aa2b334f6cc	Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	unclassified_Mogibacteriaceae	unclassified_Mogibacteriaceae	0.9999665
06c6dac9f6ab87eccb3b6434bbc3db08	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	unclassified_Psychrobacter	0.9985412
06cdfeb62ac50f3bdd94ca90a79dc187	Tenericutes	RF3	ML615J-28	unclassified_ML615J-28	unclassified_ML615J-28	unclassified_ML615J-28	0.9997357
06dd841cf2bf6d9853bb4ee3214709a3	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	unclassified_Parabacteroides	0.9999328
06e73bf6a634fa7695a7d6512a171edc	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Olsenella	Olsenella profusa	0.9572069
06e9e6c8c45f2132ea834d43cbaece4e	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9999288
06fdc64142a845227f4ae68e7e31e5a8	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9971075
0704364afb9f7ba6a3eef146c6739d52	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	unclassified_Ruminococcus	0.8674391
0727087ccddd99af052ab671709ac3f4	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9995828
