OTUs	Phylum	Class	Order	Family	Genus	Species	Confidence
3f3d68fe4952024042024aed8e640db6	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.8403392
3f48018175236597490a90f51a5e674d	Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	unclassified_Mogibacteriaceae	unclassified_Mogibacteriaceae	0.9999998
3f76d5747aab0e6c03fbfca952949bf1	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	unclassified_Prevotella	0.9999917
3f798cddb05958e525531097247d2ddb	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae	unclassified_Actinomycetaceae	unclassified_Actinomycetaceae	0.9999161
3f88ad3208958f107457921770d48224	Gemmatimonadetes	Gemm-5	unclassified_Gemm-5	unclassified_Gemm-5	unclassified_Gemm-5	unclassified_Gemm-5	1
3f9801bb1d6cf41ca58531e1fa56e1e3	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	unclassified_Clostridium	0.9990925
3fa05d513dae6c7914cb95489a77be40	Firmicutes	Bacilli	Lactobacillales	unclassified_Lactobacillales	unclassified_Lactobacillales	unclassified_Lactobacillales	0.9993463
3fad07a124fe96bfc41ce576dab12434	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	unclassified_Aerococcus	0.988874
3fb47bf50d8cf3da0cd55dc931913723	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	unclassified_Ruminococcus	0.8456466
3fb85cf7d3d858b243fa1c8b74dd2aa5	Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	unclassified_Mogibacteriaceae	unclassified_Mogibacteriaceae	0.9998739
3fcbaeab1a96d6c38bdbe1719967d3f0	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.985396
3fccdcb11f87503e69b3c0ecb348284f	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	unclassified_Enterobacteriaceae	unclassified_Enterobacteriaceae	0.9999999
3fd02d00ec45d6f23e35e3657c31fbd6	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.8780998
3feb1005eaf722fdfe04ecaf91bfb842	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus zeae	0.9541676
3fed171b8a5af0455690d66b24bfc186	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	unclassified_Prevotella	0.9999838
3ff0c24a44cd45ac0e97a0e2371dffae	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9054001
3ff5fb0a07713beb3a88212fefe53231	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	Prevotella copri	0.9999994
3ff79ef66e1e591c06880e266bc922b6	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	unclassified_Bulleidia	0.9426292
3ffd5219c1b4cd830bdf259dd2e01e09	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	unclassified_Dorea	0.9719762
401c14ed296addbe8e32937d7076f5d1	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9999252
4032727d2c76326f327a28d264f166a5	Actinobacteria	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium animalis	0.9070717
403f9a87e396b8479d2398637199f47d	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9984308
4040216b827841b6c491eeeacb64e5b0	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified_S24-7	unclassified_S24-7	0.9999999
4042cf599c151ee8c3bfff5c6dbbf087	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides fragilis	0.9988825
405c6ed3fa4f4f27b973af7bb2d1b48c	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.740637
4060c2122a5bbcac911a51040f5ee280	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9961389
406ce9b4cfb5d9a89d9cbadfa937f936	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.8330519
407ab65791a0b8ce799dc862c5606b01	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9864163
407c8f2bd4a639a3dd08f07cccec136c	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.8731115
407e34f0b734145bc64bb10843d6e1a1	Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	unclassified_Rikenellaceae	unclassified_Rikenellaceae	0.9990433
4083db4ff6af5f692d31005019fdca62	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	unclassified_Oscillospira	0.9102376
408caea2fa47df8b7710c72a04645048	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	unclassified_Blautia	0.9752384
4098f6ec446ea549b395f585a2f63140	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	unclassified_Oscillospira	0.999196
40996988cff5529e1ad01bf8f879b348	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.7083924
40cc1f52808248fcdaf288172e6e6588	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9999981
40ce7b4bc44a2eea5147996bef32b910	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.9540888
40d14915eef83cff98aaa9d4b8cfb0a2	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9995919
40d37f9ed80a46af77830d8c0a0a4697	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.763689
40d6580c88653849c1f1a0df6c645490	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.8033882
40f3f6bf8e90ac9236662796f7831cf2	Cyanobacteria	4C0d-2	YS2	unclassified_YS2	unclassified_YS2	unclassified_YS2	1
40f4a5a53735e22255b3920a3840e86f	Bacteroidetes	Bacteroidia	Bacteroidales	Paraprevotellaceae	Prevotella	unclassified_Prevotella	0.9999998
40fb05c1f9a44bb940ff562195f45c72	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9989402
41078701f2372c0a247f22b60ef47f24	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fragi	0.8552369
41094b526489ce2ff365227e9fff5d68	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.7722155
410dbc02807de648ce6f6165ca236a7f	Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Rothia	Rothia nasimurium	0.9984957
4110a0aa52746d0d6279de21a023c101	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9698413
4117c6523d473932df475d395c74b07e	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	unclassified_Staphylococcus	0.9517942
411ef313c559b942bf666225ed7cb0a8	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.8926782
4120dc15fc4f6d8f8c4475f398cd80da	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9928289
41238e37abaa24797071d77df20e0d58	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.7951136
4140aad34cdd35a74bb8a987ae628670	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9999434
41437bbaa835a22d28be7bc0bf9f4ab3	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	unclassified_Prevotella	0.9874818
414f829dfaf28aa48c83494afbe23d85	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.8999187
416fde49ae4d5faa6ab67f1ba5517f53	Tenericutes	Mollicutes	RF39	unclassified_RF39	unclassified_RF39	unclassified_RF39	1
4173e35b4e21836f3ec04801d1793f1a	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.7655559
4181ce4f52165dbb5764aa2a6699dd3c	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	unclassified_Methanobrevibacter	1
4187d6940a9af5a0e900b3fab55bb8e4	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	unclassified_Prevotella	0.9923291
41966e926d075bb09d935a1135363e37	Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	unclassified_S24-7	unclassified_S24-7	0.9978925
41997e484e635839be2d4946eb6e85c4	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9871885
41a51ea9f1079dc57ebba4f463789fab	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.8458342
41ac05d3da23daa97861aed53f00c588	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	unclassified_Methanobrevibacter	1
41c18d43b57550bb449ff870e762bcbd	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.8988601
41c3a7d110fe4fe7e411cd6ca8946997	Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	unclassified_Butyricimonas	1
41ddbb77d57101b3e73564f942bffc56	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.9202514
41e11af6a7ea522b359d3c30feef93a5	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.8952156
41e2df6ed99f6db8d287f0e879d669ae	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	unclassified_Prevotella	0.9996323
41e4ca8f348fa39c54a3a671e9a1477a	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.8799478
41ee9f416d12b3beb086add74883cca4	Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	unclassified_Erysipelotrichaceae	unclassified_Erysipelotrichaceae	0.9998923
41f2e3b5938e0e160debd96682ac1d85	Tenericutes	Mollicutes	RF39	unclassified_RF39	unclassified_RF39	unclassified_RF39	1
41f60cd0f74cc37bfe32096af9624258	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9967186
41fd0e1ad54104ef5709586664d87233	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	unclassified_Prevotellaceae	unclassified_Prevotellaceae	0.8646935
42004430d85ec5d5d263d51ff09c1740	Tenericutes	Mollicutes	RF39	unclassified_RF39	unclassified_RF39	unclassified_RF39	1
42083d3ab70f1a39a83761ac0ad7e75a	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.8176892
420b1777fc6ecc63377082f42e4d49a0	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9984622
42177a3543f69e4198c2a114a163fc49	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9963709
4222e6e29ea4a7424e57cd262b2ac9e3	Verrucomicrobia	Opitutae	Cerasicoccales	Cerasicoccaceae	unclassified_Cerasicoccaceae	unclassified_Cerasicoccaceae	0.9999995
42234c708847ed5564e9cc9045155b85	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus flavefaciens	0.9998894
422bbae1c24e207787bcf4550da7b81b	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9924683
422c03e531b1452f0695ce75c8f3ab30	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	unclassified_Paenibacillus	0.9966357
4231546b66d5bef6d3470d4958bf6e6d	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	unclassified_Aeromonas	0.819521
42318dea9d9ac703d08f1c8b1e4ab350	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.7100628
42339d6eafd484a419cae23d908caa99	Tenericutes	RF3	ML615J-28	unclassified_ML615J-28	unclassified_ML615J-28	unclassified_ML615J-28	0.999568
42419c42b7f86fec6c99c00253a3cd18	Cyanobacteria	4C0d-2	YS2	unclassified_YS2	unclassified_YS2	unclassified_YS2	1
4242758e60ca631c4a53ceea0d7cb16f	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9999873
4252093bdd66b0c5f7221a12b0f8936a	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	unclassified_Roseburia	0.960555
42543150b5a8d320b29d9bac3a74538d	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.7566246
42799970f68aaaadeda3cd5f9c1f06f3	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9999204
428803b0ecf1c5033baaecd977b61c6c	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Dorea	unclassified_Dorea	0.9936693
428bdd185b24a4bba01ddb6bc1864825	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9465279
428c63154544a881be4d7ae072911c1c	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9161197
42993c4b5cda379078b8eb2bab172252	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	unclassified_Ruminococcus	0.9555717
429db06e2bd3fb70980e5626e0c408c6	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	unclassified_Butyrivibrio	0.9765161
42a021769bae4d39934314ab05418a11	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9999952
42aa10420d8ffc54ef151c43fe89cdea	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides ovatus	0.9920289
42ac728c49e81768e22f5a27226ff1ec	Synergistetes	Synergistia	Synergistales	Dethiosulfovibrionaceae	Pyramidobacter	unclassified_Pyramidobacter	0.9697695
42c35b96ff9fc8a6155d4acfb2f55c7c	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	Butyricicoccus pullicaecorum	0.8890479
42da57dd897e00565f25024e2f498a03	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.9899255
42e3eeec14e3ef0abd6ab1d08f8f2b50	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9985054
42e4087ef22b78ee4907d55289782668	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	unclassified_Parabacteroides	0.9995738
42e5275e09ad1580e924b5a7cd427816	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9847379
42ef3af4861b2a27ddb62e8a16d40ab9	Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	unclassified_Mogibacteriaceae	unclassified_Mogibacteriaceae	0.9891279
42f2ba3245dc71988e849cd74330f55d	Tenericutes	Mollicutes	RF39	unclassified_RF39	unclassified_RF39	unclassified_RF39	1
42f96e625f1ae2b513d21a296b95c1d5	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.7249164
42fdb137d00fe2293f5e126d995cc692	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	unclassified_Devosia	0.9999761
43092f2861253990004f73169497f992	Cyanobacteria	4C0d-2	YS2	unclassified_YS2	unclassified_YS2	unclassified_YS2	1
430b0bdcc0ce197013e6884d0c2a7de3	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.8915362
431e80c646fe3c9332c31c358b69b904	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	unclassified_Lactobacillus	0.997266
431f53124b33da9aa5b1bfba68f9f063	Synergistetes	Synergistia	Synergistales	Synergistaceae	Synergistes	unclassified_Synergistes	0.9999184
43480f097d165337ceab3ba93e5e5fb8	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	1
434a090662e58f9d538ff46f4baf6cad	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9972052
434f004869e643a54e6c213d94a351a0	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9993149
4361e69ef4723bfb0d21c9b6bf106221	Proteobacteria	Alphaproteobacteria	RF32	unclassified_RF32	unclassified_RF32	unclassified_RF32	1
4379eadfff36c1863800c0074f03ba5d	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9998541
4380751858824cafd13a3b464706d102	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9999747
4386781e6b960c819792483dc5dd552c	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9260535
438e9ea463520c02d1b3b14a2e45deb6	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	unclassified_Methanobrevibacter	1
439b0c40d220b245effdb1343e3272f7	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9998851
439bf97b2f6d431de7781c12a3905eef	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	unclassified_Prevotella	0.9999862
43aafc3231e947ca27683035057cf4a4	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	unclassified_Oscillospira	0.9994247
43aea7452b07e6eb2f2f68f383e3b31d	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	Ruminococcus albus	0.9978077
43b5003bdedf362109c1082dfe787cbd	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	unclassified_Parabacteroides	0.9995079
43b77b63d27c62a389aed221859b1c80	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.9420644
43b8a3c880cb81a2a896dd77d325ab8b	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.8990351
43c4d7f9d60ac2f53ec7f0fd5b3b952b	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9996213
43cd347995e173d09f134b604f526c71	Firmicutes	Bacilli	Bacillales	Bacillaceae	Natronobacillus	unclassified_Natronobacillus	0.7335428
43d94eb803e9644e2b20a0b1dab317cb	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	unclassified_Prevotella	0.9987032
43e0dabe4f15dfe4e766117c5aa94008	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9863482
43e4310265a24ced2955b15315743467	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	unclassified_Roseburia	0.9764643
43e46af2e5d675dc242b97b2584cae97	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.9422638
43fb511b179dd0246dafb1f6db208819	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9737201
43fc3e9d55ea1e512e2a53b879a26f68	Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	Veillonella dispar	0.9409859
440685f4f76f30b6ef733e6c86911942	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.7401517
440b2955aabd38e23e92b0131859d7d1	Synergistetes	Synergistia	Synergistales	Synergistaceae	unclassified_Synergistaceae	unclassified_Synergistaceae	0.9997065
441c9e3e43f01fea263d3fc22505973c	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9999853
4422b1d8eef635ac6c0e886300abe6df	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	unclassified_Blautia	0.9558512
4447b232b41cd2c4b45f9040214d1629	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	unclassified_Neisseria	0.8568519
4479b9c827e6b4b486069da555fd4bff	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9090181
4480efcaa616e9e0dbb51a846415ca64	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	unclassified_Bacteria	1
448c9a1622bdf4f847244ca86fc5ffee	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	Lactobacillus ruminis	0.9696276
449a583cd79627a399c5c8076691ccb3	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Eggerthella	Eggerthella lenta	0.9997682
449a691e1331e68b0e21c2454e086e1a	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9908703
449c0da05fa883269f305f0d6949da68	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9290216
44a2123fe7d450308ab3b85fbb5653fe	Cyanobacteria	4C0d-2	YS2	unclassified_YS2	unclassified_YS2	unclassified_YS2	1
44a80581f9f465cce40388643693449d	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.7840185
44b9a3e35065458d6679da83aeab719b	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9983939
44bcac907f73181ff177347e75a18105	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.999757
44c65fd669387ccf90ae3bfa6eb110a7	Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	unclassified_Mogibacteriaceae	unclassified_Mogibacteriaceae	0.999995
44c94b71dc7620c981bcf358b155e74d	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.797427
44cdc2c30ff1c2795201b60e21abe9c9	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides coprophilus	0.8843323
44d1f69359c51c5a4bfbddec77b5c72f	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	unclassified_Clostridium	0.8284622
44d4a3712f97c6b4c39710697c71756e	Firmicutes	Clostridia	Clostridiales	Christensenellaceae	Christensenella	unclassified_Christensenella	0.9999914
44daa55f2a250900410552f921fd0a85	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9927
44db71a9bc8c6be126874e8fa59d19b8	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9805565
44e2e82283cc01be87339941587d3089	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	unclassified_Methanobrevibacter	0.9999257
44fdbe563894ffe30b29943909544c75	Firmicutes	Clostridia	Clostridiales	Peptococcaceae	rc4-4	unclassified_rc4-4	1
4500c819f3d79e4a1afb7ee67c212779	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9997767
450baabb414443487cb8975831528055	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9999896
450f8874c3e9acbeec5c71a827fa5dd4	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Defluviitalea	Defluviitalea saccharophila	0.7752142
452d2e647f3765047ef8daa2c3f25775	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	unclassified_Clostridium	0.9930467
452d98a2f0c55806225b6747b58a465d	Tenericutes	Mollicutes	RF39	unclassified_RF39	unclassified_RF39	unclassified_RF39	1
4535594c735231a127ad12d61dd0fca8	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9556799
453b0c61de9c3e4d3238af8f933278fe	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.9851027
454f9e9ce7348780ae95437f640d29cc	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9991049
454fc0393590e2958eb4b4a206e5e3ad	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	unclassified_Ruminococcaceae	unclassified_Ruminococcaceae	0.8930993
4559e12e85f3f22108c914729cba0d2a	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9989047
4578eab4a15801ebd49326b7fe3aa5f0	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	unclassified_Butyrivibrio	0.9936607
458ca1ff5ee425dd521413293694be61	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	unclassified_Lachnospiraceae	unclassified_Lachnospiraceae	0.9920155
458ef9efa31f5d2b2022443b42b1f68b	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Butyricicoccus	Butyricicoccus pullicaecorum	0.9999706
4593e92c344447b2484da65c0ab919b6	Firmicutes	Clostridia	Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	unclassified_Clostridiales	0.9930544
