	10_d112	11_d112	12_d112	13_d112	14_d112	15_d112	16_d112	17_d112	18_d112	19_d112	2_d112	20_d112	21_d112	23_d112	24_d112	26_d112	27_d112	28_d112	29_d112	3_d112	30_d112	4_d112	5_d112	6_d112	61_d112	62_d112	64_d112	65_d112	66_d112	68_d112	7_d112	70_d112	71_d112	72_d112	73_d112	74_d112	75_d112	76_d112	77_d112	78_d112	79_d112	8_d112	80_d112	81_d112	83_d112	84_d112	85_d112	86_d112	88_d112	89_d112	9_d112	90_d112
X2_d112	0.164937356	0.123315551	0.147906752	0.155452232	0.106953626	0.162474153	0.115821169	0.150985015	0.089918547	0.131209497	0	0.150268344	0.158487116	0.176205977	0.111177532	0.131854151	0.1758577	0.145513165	0.175510594	0.106268383	0.189714587	0.102093277	0.101208284	0.102903638	0.322225697	0.170676443	0.215532502	0.208854058	0.127425848	0.215455776	0.096134796	0.21759822	0.174690944	0.268508307	0.239603735	0.115422145	0.22692281	0.140390615	0.244506391	0.164029402	0.141237675	0.12861154	0.175240752	0.199855079	0.179812908	0.129191462	0.102137338	0.097579152	0.199611479	0.138073104	0.120301457	0.159627579
X20_d112	0.117008342	0.106488492	0.119700673	0.189443641	0.140146936	0.145134872	0.14565615	0.188592023	0.135664078	0.160505632	0.150268344	0	0.129274704	0.150781612	0.131106156	0.153340554	0.15185227	0.162674061	0.176163155	0.11903596	0.182215554	0.145926489	0.150188416	0.162133671	0.299755134	0.160557395	0.184194831	0.188840339	0.16293052	0.194882293	0.169408432	0.201764669	0.180319224	0.265482219	0.210499243	0.154847975	0.190821666	0.165213725	0.228389044	0.179345993	0.206181957	0.170544458	0.190446911	0.266370636	0.223681779	0.185723044	0.170665703	0.165541697	0.221999173	0.145630532	0.185742832	0.158415639
X21_d112	0.152068825	0.147122383	0.157392187	0.239428498	0.139408374	0.169375086	0.142010226	0.205178629	0.166510525	0.191452385	0.158487116	0.129274704	0	0.193432892	0.179137429	0.192195345	0.214929822	0.187012974	0.202302365	0.143967029	0.214212718	0.180885423	0.168527782	0.186769024	0.312371454	0.185409578	0.19514941	0.17946529	0.179464066	0.206716969	0.16689928	0.209675952	0.200860895	0.269722529	0.211956383	0.162343805	0.194650211	0.16896342	0.249642694	0.203824863	0.205543485	0.177030396	0.180474915	0.283898759	0.229544533	0.214667295	0.178441208	0.178419166	0.260161613	0.157915294	0.185034959	0.196411781
X23_d112	0.161131293	0.147917989	0.126995149	0.126489157	0.141730628	0.142281288	0.124450331	0.140833529	0.153341212	0.145139114	0.176205977	0.150781612	0.193432892	0	0.141552044	0.12428758	0.10588967	0.09938262	0.116742691	0.168120532	0.104586037	0.129140986	0.140049602	0.209532305	0.222049738	0.097326397	0.120963248	0.131811606	0.213646981	0.133398284	0.186082038	0.133301423	0.145283	0.191511479	0.197582049	0.188528502	0.125802333	0.193235869	0.155914943	0.148969744	0.227285571	0.198531088	0.225180162	0.305704329	0.258329277	0.203718065	0.174433448	0.198216684	0.145375707	0.155637632	0.193479832	0.161550694
X24_d112	0.142185944	0.112835588	0.145848603	0.134237138	0.095863353	0.153332053	0.119688178	0.134012402	0.095225702	0.113679557	0.111177532	0.131106156	0.179137429	0.141552044	0	0.128553884	0.129636669	0.125901419	0.154296174	0.124215673	0.170924892	0.086464077	0.103078274	0.142788118	0.300885714	0.154587221	0.18617142	0.178963685	0.147257633	0.181189367	0.138082087	0.196960026	0.14063269	0.241711724	0.213011445	0.124778369	0.193834207	0.159059747	0.217984479	0.148813626	0.16706033	0.154763649	0.20734662	0.238278713	0.202056633	0.133657412	0.107966358	0.133261965	0.177905609	0.126212745	0.157192474	0.112693271
X26_d112	0.176363864	0.151830171	0.135181334	0.112214788	0.124639478	0.182037284	0.15743574	0.145658702	0.122242391	0.134767622	0.131854151	0.153340554	0.192195345	0.12428758	0.128553884	0	0.104543588	0.121932955	0.095179425	0.149774794	0.149836529	0.115849806	0.117673258	0.173408773	0.259054412	0.121278272	0.145328542	0.14967676	0.159438059	0.173770921	0.14636114	0.159613704	0.172645657	0.230264396	0.203359614	0.155907578	0.147073598	0.190164331	0.181735506	0.175233507	0.204659933	0.204177377	0.256755416	0.269788849	0.227318503	0.177509289	0.148432466	0.15062033	0.153119295	0.130474892	0.192379858	0.164125968
X27_d112	0.159707309	0.137748396	0.121503245	0.11738962	0.14645401	0.18248636	0.154373969	0.140574878	0.15290019	0.152968777	0.1758577	0.15185227	0.214929822	0.10588967	0.129636669	0.104543588	0	0.103067277	0.126587571	0.141119102	0.133303326	0.127610624	0.152648109	0.187937922	0.234321839	0.120173858	0.142262119	0.142604836	0.209313077	0.168959461	0.184484326	0.151001485	0.15961951	0.216548723	0.215895486	0.177349146	0.14502793	0.180963787	0.171782695	0.155142848	0.234112432	0.220358749	0.27166646	0.314543449	0.260130468	0.190809066	0.176837307	0.200282459	0.143119831	0.148324702	0.20032607	0.162788569
X28_d112	0.159010701	0.153520891	0.11108665	0.135020955	0.118990264	0.152016987	0.11355639	0.093009062	0.14716316	0.12225632	0.145513165	0.162674061	0.187012974	0.09938262	0.125901419	0.121932955	0.103067277	0	0.135923258	0.147703531	0.097921893	0.122141973	0.130211049	0.191866313	0.220670538	0.104393236	0.131319658	0.125677336	0.194566732	0.160745697	0.177676113	0.137487823	0.120042282	0.171026686	0.199219788	0.159932558	0.125916948	0.162669834	0.144200212	0.120433411	0.209851178	0.208505817	0.237564937	0.290990899	0.258435432	0.189603887	0.167155006	0.189981216	0.150410592	0.140890883	0.183535059	0.156918658
X29_d112	0.197029293	0.17106602	0.160075173	0.148508716	0.142315612	0.189648204	0.176707384	0.127874286	0.163037181	0.130919215	0.175510594	0.176163155	0.202302365	0.116742691	0.154296174	0.095179425	0.126587571	0.135923258	0	0.181012815	0.165089035	0.148154493	0.132233258	0.214565163	0.253283949	0.130248035	0.133993513	0.155378863	0.191008073	0.159582423	0.186102421	0.153290814	0.165628286	0.223455082	0.209090213	0.174091854	0.121808882	0.200607639	0.175289795	0.181349078	0.236723905	0.22743433	0.269130831	0.305371729	0.267098724	0.217460486	0.19508838	0.197302594	0.148472929	0.143369029	0.217260966	0.161608959
X3_d112	0.145630409	0.116745387	0.133202336	0.174637624	0.115962216	0.154834149	0.111605027	0.170411999	0.108901964	0.153655446	0.106268383	0.11903596	0.143967029	0.168120532	0.124215673	0.149774794	0.141119102	0.147703531	0.181012815	0	0.181608352	0.111344	0.1198363	0.128680547	0.306481797	0.170341719	0.207438592	0.187959546	0.156321045	0.208819712	0.13269985	0.216695267	0.176436957	0.278382889	0.206332132	0.125220402	0.211198636	0.137587985	0.238239059	0.160243392	0.177306524	0.144737637	0.193644463	0.259388638	0.213465963	0.161756457	0.137748043	0.144727803	0.202697677	0.136603384	0.13943538	0.158051274
X30_d112	0.185070555	0.184684591	0.133258111	0.165337922	0.162635608	0.168461319	0.142075048	0.139095526	0.167173925	0.136482614	0.189714587	0.182215554	0.214212718	0.104586037	0.170924892	0.149836529	0.133303326	0.097921893	0.165089035	0.181608352	0	0.150304803	0.158022205	0.226197524	0.205612761	0.126365095	0.144806773	0.148712947	0.22765121	0.153708467	0.194696991	0.156152147	0.123609845	0.156100006	0.225947761	0.204486612	0.152898885	0.201752592	0.133214341	0.146699386	0.24068043	0.234951906	0.25259791	0.327813559	0.294274359	0.229159683	0.200788571	0.21619286	0.120395781	0.170341341	0.19989865	0.197264212
X4_d112	0.148979782	0.11543694	0.11709137	0.128581316	0.094583881	0.131420794	0.108729974	0.131537075	0.073949371	0.110586855	0.102093277	0.145926489	0.180885423	0.129140986	0.086464077	0.115849806	0.127610624	0.122141973	0.148154493	0.111344	0.150304803	0	0.069582226	0.141820407	0.295540259	0.14875053	0.193019708	0.184619241	0.14779341	0.174181075	0.106788237	0.197113439	0.148906991	0.252438928	0.207600316	0.122465623	0.199122887	0.160964856	0.222237313	0.138639564	0.163987232	0.14622623	0.18892005	0.233883405	0.203753053	0.13811678	0.119611355	0.124681791	0.166163608	0.121660961	0.134543642	0.141154977
X5_d112	0.163364841	0.119905868	0.130232913	0.137792963	0.084443946	0.153245194	0.119700889	0.115675812	0.082759863	0.105599029	0.101208284	0.150188416	0.168527782	0.140049602	0.103078274	0.117673258	0.152648109	0.130211049	0.132233258	0.1198363	0.158022205	0.069582226	0	0.143659931	0.303994917	0.152225372	0.191929351	0.184358329	0.136145384	0.18118444	0.113929542	0.200545175	0.153870433	0.247776671	0.200497161	0.112546613	0.193240626	0.164887309	0.219809553	0.15837206	0.157471882	0.147210475	0.192976779	0.230873126	0.202018705	0.153058287	0.118283855	0.127945561	0.17455579	0.116169307	0.143243052	0.140083135
X6_d112	0.175906567	0.145947837	0.174370686	0.169713962	0.147448453	0.198440564	0.149290141	0.192010405	0.118338033	0.166097743	0.102903638	0.162133671	0.186769024	0.209532305	0.142788118	0.173408773	0.187937922	0.191866313	0.214565163	0.128680547	0.226197524	0.141820407	0.143659931	0	0.341852589	0.219048038	0.253306544	0.244485358	0.146711497	0.250668465	0.111723827	0.256066367	0.203956905	0.310613759	0.257860417	0.154490688	0.260581043	0.159532021	0.283501241	0.190135711	0.167896732	0.144972512	0.194269921	0.199766482	0.175640151	0.134304201	0.113638293	0.123700826	0.246643533	0.17115689	0.13331644	0.176201122
X61_d112	0.299357827	0.314308414	0.259049456	0.279754298	0.292386567	0.267961015	0.273916652	0.24583095	0.307710838	0.267923801	0.322225697	0.299755134	0.312371454	0.222049738	0.300885714	0.259054412	0.234321839	0.220670538	0.253283949	0.306481797	0.205612761	0.295540259	0.303994917	0.341852589	0	0.192272081	0.188225664	0.187178558	0.338429621	0.207431306	0.34894506	0.163965996	0.228362496	0.158164323	0.265762231	0.305878749	0.174123412	0.269674623	0.137038333	0.223359803	0.370076312	0.367286587	0.356408498	0.46209668	0.40896032	0.348364991	0.331094971	0.344271941	0.20810891	0.274218135	0.357883511	0.311874753
X62_d112	0.172547527	0.169197766	0.128306054	0.142205403	0.151201149	0.147465475	0.149210134	0.136801719	0.166159108	0.146446627	0.170676443	0.160557395	0.185409578	0.097326397	0.154587221	0.121278272	0.120173858	0.104393236	0.130248035	0.170341719	0.126365095	0.14875053	0.152225372	0.219048038	0.192272081	0	0.098708822	0.084791621	0.200119733	0.128296042	0.20205863	0.083272427	0.134558842	0.160972158	0.175455692	0.164365038	0.099564311	0.16000642	0.113135362	0.146008124	0.221202536	0.225440537	0.227189384	0.319554858	0.277646293	0.22345744	0.187905702	0.20300962	0.132846522	0.143170431	0.214910535	0.179818482
X64_d112	0.193603694	0.19636888	0.161041772	0.178672677	0.183681902	0.171014511	0.178027247	0.15317758	0.20381786	0.161191529	0.215532502	0.184194831	0.19514941	0.120963248	0.18617142	0.145328542	0.142262119	0.131319658	0.133993513	0.207438592	0.144806773	0.193019708	0.191929351	0.253306544	0.188225664	0.098708822	0	0.100541855	0.217838506	0.116032545	0.235235204	0.097460819	0.133633102	0.165931069	0.188727763	0.184254699	0.08048448	0.190867271	0.124794532	0.16724495	0.266537143	0.258141304	0.253744428	0.34539922	0.296725116	0.248369031	0.217940343	0.241478204	0.15003098	0.183091175	0.249681951	0.198945292
X65_d112	0.191349082	0.200802473	0.150207754	0.183143909	0.169011497	0.162067117	0.167711089	0.15139701	0.198160853	0.168974894	0.208854058	0.188840339	0.17946529	0.131811606	0.178963685	0.14967676	0.142604836	0.125677336	0.155378863	0.187959546	0.148712947	0.184619241	0.184358329	0.244485358	0.187178558	0.084791621	0.100541855	0	0.225293838	0.129069191	0.228362167	0.086288802	0.135777978	0.146398877	0.149986628	0.178850213	0.098660679	0.170300857	0.137017829	0.164927397	0.258477122	0.262496649	0.246711978	0.350681776	0.307618059	0.247897326	0.219221878	0.235749344	0.175671214	0.166115357	0.24860191	0.196482091
X66_d112	0.181953374	0.141678751	0.181991139	0.177100009	0.134520594	0.197602748	0.165129955	0.176315759	0.10957611	0.162791964	0.127425848	0.16293052	0.179464066	0.213646981	0.147257633	0.159438059	0.209313077	0.194566732	0.191008073	0.156321045	0.22765121	0.14779341	0.136145384	0.146711497	0.338429621	0.200119733	0.217838506	0.225293838	0	0.230245873	0.117907098	0.229201937	0.187743601	0.294543377	0.227533123	0.120907955	0.236342435	0.1857386	0.261150707	0.183823916	0.172320917	0.161376116	0.212364217	0.204451639	0.156909506	0.143627283	0.128827619	0.115928828	0.224417037	0.150041476	0.157790514	0.161561115
X68_d112	0.214888233	0.204883088	0.165939789	0.191601835	0.189405861	0.157602106	0.17394884	0.170723219	0.194606843	0.169319972	0.215455776	0.194882293	0.206716969	0.133398284	0.181189367	0.173770921	0.168959461	0.160745697	0.159582423	0.208819712	0.153708467	0.174181075	0.18118444	0.250668465	0.207431306	0.128296042	0.116032545	0.129069191	0.230245873	0	0.224898852	0.125787404	0.147918294	0.184421381	0.19007775	0.200174152	0.12164961	0.20089143	0.15795405	0.18467866	0.256462546	0.253329606	0.241976875	0.334904564	0.293869552	0.248474973	0.21457551	0.223580912	0.122217134	0.181293438	0.240679278	0.196533301
X7_d112	0.163348097	0.13849787	0.150068134	0.173260478	0.128426021	0.173415235	0.128615388	0.169107897	0.09294136	0.161273973	0.096134796	0.169408432	0.16689928	0.186082038	0.138082087	0.14636114	0.184484326	0.177676113	0.186102421	0.13269985	0.194696991	0.106788237	0.113929542	0.111723827	0.34894506	0.20205863	0.235235204	0.228362167	0.117907098	0.224898852	0	0.247741175	0.187998765	0.299759015	0.23480135	0.126937272	0.246780466	0.167384234	0.266543524	0.175567832	0.14432755	0.129989233	0.187046476	0.191100726	0.15764063	0.135460183	0.104062309	0.084575524	0.223696344	0.151492268	0.100213838	0.171750618
X70_d112	0.212763924	0.215701853	0.165311949	0.189725647	0.199766658	0.162880835	0.178061422	0.165710208	0.203036459	0.169768743	0.21759822	0.201764669	0.209675952	0.133301423	0.196960026	0.159613704	0.151001485	0.137487823	0.153290814	0.216695267	0.156152147	0.197113439	0.200545175	0.256066367	0.163965996	0.083272427	0.097460819	0.086288802	0.229201937	0.125787404	0.247741175	0	0.164160942	0.144284465	0.189235038	0.207851192	0.100403034	0.186531746	0.132070775	0.16741318	0.257253273	0.272497596	0.251409686	0.354964505	0.317771718	0.250094575	0.229244077	0.238497752	0.159994243	0.175236894	0.255945347	0.212532949
X71_d112	0.180544657	0.170182024	0.150417401	0.172968854	0.14409713	0.167756805	0.136290735	0.114183568	0.158546264	0.124127364	0.174690944	0.180319224	0.200860895	0.145283	0.14063269	0.172645657	0.15961951	0.120042282	0.165628286	0.176436957	0.123609845	0.148906991	0.153870433	0.203956905	0.228362496	0.134558842	0.133633102	0.135777978	0.187743601	0.147918294	0.187998765	0.164160942	0	0.172917943	0.195246785	0.140671373	0.158477499	0.142117095	0.147499369	0.138437719	0.206131126	0.211375586	0.217753284	0.292376578	0.25133308	0.196609496	0.16320703	0.190442643	0.138278116	0.147574474	0.194980836	0.152661804
X72_d112	0.276089523	0.278372352	0.230006566	0.244968662	0.246371568	0.226715208	0.23783477	0.19427198	0.264857943	0.209211292	0.268508307	0.265482219	0.269722529	0.191511479	0.241711724	0.230264396	0.216548723	0.171026686	0.223455082	0.278382889	0.156100006	0.252438928	0.247776671	0.310613759	0.158164323	0.160972158	0.165931069	0.146398877	0.294543377	0.184421381	0.299759015	0.144284465	0.172917943	0	0.240120426	0.254819265	0.172133935	0.248164758	0.103754634	0.22908277	0.313249555	0.323469374	0.309907143	0.402622275	0.372754551	0.307952639	0.284594185	0.300477626	0.190047607	0.248266079	0.306916765	0.253455608
X73_d112	0.219231861	0.220854535	0.193058071	0.222127617	0.20122621	0.196398253	0.213777446	0.206545894	0.2137151	0.225020223	0.239603735	0.210499243	0.211956383	0.197582049	0.213011445	0.203359614	0.215895486	0.199219788	0.209090213	0.206332132	0.225947761	0.207600316	0.200497161	0.257860417	0.265762231	0.175455692	0.188727763	0.149986628	0.227533123	0.19007775	0.23480135	0.189235038	0.195246785	0.240120426	0	0.182461609	0.185335659	0.213537561	0.231619856	0.227150648	0.271747008	0.256643072	0.260834577	0.349511313	0.300481141	0.252761969	0.2315024	0.242511324	0.242041875	0.216483779	0.261487283	0.19575694
X74_d112	0.15357033	0.124506051	0.143695303	0.18362281	0.107139272	0.172403555	0.145698471	0.144263703	0.119306051	0.145189634	0.115422145	0.154847975	0.162343805	0.188528502	0.124778369	0.155907578	0.177349146	0.159932558	0.174091854	0.125220402	0.204486612	0.122465623	0.112546613	0.154490688	0.305878749	0.164365038	0.184254699	0.178850213	0.120907955	0.200174152	0.126937272	0.207851192	0.140671373	0.254819265	0.182461609	0	0.197257139	0.135037013	0.221243847	0.159151161	0.169404774	0.15809087	0.190901793	0.233672464	0.202196373	0.15736054	0.134699416	0.135319913	0.20167917	0.142550609	0.159757396	0.139511444
X75_d112	0.209185612	0.213793469	0.168291267	0.182363647	0.180632213	0.180840433	0.187646561	0.148395687	0.219140982	0.176030278	0.22692281	0.190821666	0.194650211	0.125802333	0.193834207	0.147073598	0.14502793	0.125916948	0.121808882	0.211198636	0.152898885	0.199122887	0.193240626	0.260581043	0.174123412	0.099564311	0.08048448	0.098660679	0.236342435	0.12164961	0.246780466	0.100403034	0.158477499	0.172133935	0.185335659	0.197257139	0	0.198125589	0.125218289	0.174234862	0.288670695	0.271626104	0.279546936	0.368283825	0.320236432	0.266910341	0.233539591	0.252339408	0.157188647	0.190411161	0.269404236	0.211548396
X76_d112	0.173452507	0.173676354	0.143226123	0.216023565	0.155296708	0.173905027	0.122028108	0.162825535	0.15019059	0.168656042	0.140390615	0.165213725	0.16896342	0.193235869	0.159059747	0.190164331	0.180963787	0.162669834	0.200607639	0.137587985	0.201752592	0.160964856	0.164887309	0.159532021	0.269674623	0.16000642	0.190867271	0.170300857	0.1857386	0.20089143	0.167384234	0.186531746	0.142117095	0.248164758	0.213537561	0.135037013	0.198125589	0	0.218637889	0.148806501	0.190025674	0.196491443	0.193974667	0.279667693	0.24574912	0.185622079	0.167558422	0.171499609	0.224496675	0.154761957	0.172756315	0.18164261
X77_d112	0.231250117	0.243262639	0.194495981	0.209060165	0.212447067	0.22278113	0.211658917	0.163307328	0.240942679	0.193303721	0.244506391	0.228389044	0.249642694	0.155914943	0.217984479	0.181735506	0.171782695	0.144200212	0.175289795	0.238239059	0.133214341	0.222237313	0.219809553	0.283501241	0.137038333	0.113135362	0.124794532	0.137017829	0.261150707	0.15795405	0.266543524	0.132070775	0.147499369	0.103754634	0.231619856	0.221243847	0.125218289	0.218637889	0	0.19491668	0.295532389	0.296832175	0.2952111	0.384005771	0.333921866	0.285445213	0.252531772	0.270136179	0.145481446	0.215933493	0.285770569	0.235672256
X78_d112	0.164850684	0.168411124	0.129936673	0.188851026	0.151361785	0.154751335	0.130657699	0.137726685	0.152566117	0.135586436	0.164029402	0.179345993	0.203824863	0.148969744	0.148813626	0.175233507	0.155142848	0.120433411	0.181349078	0.160243392	0.146699386	0.138639564	0.15837206	0.190135711	0.223359803	0.146008124	0.16724495	0.164927397	0.183823916	0.18467866	0.175567832	0.16741318	0.138437719	0.22908277	0.227150648	0.159151161	0.174234862	0.148806501	0.19491668	0	0.217182561	0.224259477	0.240269287	0.305620875	0.270230362	0.186705791	0.187272938	0.185530335	0.18100981	0.12751951	0.18800167	0.186736804
X79_d112	0.235448807	0.180765426	0.216170996	0.213205706	0.171807172	0.209628267	0.158509568	0.203805018	0.137139073	0.177636309	0.141237675	0.206181957	0.205543485	0.227285571	0.16706033	0.204659933	0.234112432	0.209851178	0.236723905	0.177306524	0.24068043	0.163987232	0.157471882	0.167896732	0.370076312	0.221202536	0.266537143	0.258477122	0.172320917	0.256462546	0.14432755	0.257253273	0.206131126	0.313249555	0.271747008	0.169404774	0.288670695	0.190025674	0.295532389	0.217182561	0	0.119064201	0.137129555	0.176091305	0.183024611	0.170143669	0.123782965	0.13114748	0.237090732	0.166551074	0.113382868	0.186204095
X8_d112	0.197343136	0.135095475	0.200793098	0.201137099	0.136449536	0.208212715	0.146559742	0.203897164	0.12801341	0.186537943	0.12861154	0.170544458	0.177030396	0.198531088	0.154763649	0.204177377	0.220358749	0.208505817	0.22743433	0.144737637	0.234951906	0.14622623	0.147210475	0.144972512	0.367286587	0.225440537	0.258141304	0.262496649	0.161376116	0.253329606	0.129989233	0.272497596	0.211375586	0.323469374	0.256643072	0.15809087	0.271626104	0.196491443	0.296832175	0.224259477	0.119064201	0	0.140372577	0.188187655	0.163085951	0.177657207	0.126760081	0.119629562	0.241979157	0.180589718	0.103449222	0.177006039
