	1_d0	10_d0	10_d112	10_d28	10_d56	10_d84	11_d0	11_d112	11_d28	11_d56	11_d84	12_d0	12_d112	12_d28	12_d56	12_d84	13_d0	13_d112	13_d28	13_d56	13_d84	14_d0	14_d112	14_d28	14_d56	14_d84	15_d0	15_d112	15_d28	15_d56	15_d84	16_d0	16_d112	16_d28	16_d56	16_d84	17_d112	17_d28	17_d56	17_d84	18_d0	18_d112	18_d28	18_d56	18_d84	19_d112	19_d28	19_d56	19_d84	2_d0	2_d112	2_d28	2_d56	2_d84	20_d0	20_d112	20_d28	20_d56	20_d84	21_d0	21_d112	21_d28	21_d56	21_d84	22_d28	23_d112	23_d28	23_d56	23_d84	24_d0	24_d112	24_d28	24_d56	24_d84	25_d0	25_d28	26_d0	26_d112	26_d28	26_d56	26_d84	27_d112	27_d56	27_d84	28_d112	28_d28	28_d56	28_d84	29_d0	29_d112	29_d28	29_d56	29_d84	3_d0	3_d112	3_d28	3_d56	3_d84	30_d112	30_d28	30_d56	30_d84	4_d0	4_d112	4_d28	4_d56	4_d84	5_d0	5_d112	5_d28	5_d56	5_d84	6_d0	6_d112	6_d28	6_d56	6_d84	61_d0	61_d112	61_d28	61_d56	61_d84	62_d0	62_d112	62_d28	62_d56	62_d84	63_d0	64_d0	64_d112	64_d28	64_d56	64_d84	65_d0	65_d112	65_d28	65_d56	65_d84	66_d0	66_d112	66_d28	66_d56	66_d84	67_d0	67_d28	67_d56	68_d0	68_d112	68_d28	68_d56	68_d84	69_d0	69_d28	7_d112	7_d28	7_d56	7_d84	70_d0	70_d112	70_d28	70_d56	70_d84	71_d0	71_d112	71_d28	71_d56	71_d84	72_d0	72_d112	72_d28	72_d56	72_d84	73_d0	73_d112	73_d28	73_d56	73_d84	74_d0	74_d112	74_d28	74_d56	74_d84	75_d0	75_d112	75_d28	75_d56	75_d84	76_d0	76_d112	76_d28	76_d56	76_d84	77_d0	77_d112	77_d28	77_d56	77_d84	78_d0	78_d112	78_d28	78_d56	78_d84	79_d0	79_d112	79_d28	79_d56	79_d84	8_d0	8_d112	8_d28	8_d56	8_d84	80_d0	80_d112	80_d28	80_d56	80_d84	81_d0	81_d112	81_d28	81_d56	81_d84	82_d0	82_d28	82_d56	83_d0	83_d112	83_d56	83_d84	84_d0	84_d112	84_d28	84_d56	84_d84	85_d0	85_d112	85_d28	85_d56	85_d84	86_d0	86_d112	86_d28	86_d56	86_d84	87_d0	88_d0	88_d112	88_d28	88_d56	88_d84	89_d0	89_d112	89_d28	89_d56	89_d84	9_d0	9_d112	9_d28	9_d56	9_d84	90_d0	90_d112	90_d28	90_d56	90_d84
X1_d0	0	0.10219487	0.547857646	0.412559315	0.499928712	0.562290463	0.279518555	0.545729869	0.296272574	0.550284132	0.514403787	0.193721797	0.555144587	0.419107502	0.597449859	0.508078852	0.303886114	0.595289464	0.461961442	0.551424718	0.57460787	0.155311408	0.530148313	0.587719855	0.578328306	0.553642914	0.447108002	0.535974987	0.365599563	0.482057669	0.590564718	0.216472551	0.522416849	0.53752785	0.545094235	0.478557611	0.543635506	0.364419665	0.29743463	0.544411675	0.302253039	0.534265089	0.39552559	0.562212202	0.526887802	0.543781275	0.536945016	0.493244983	0.511869454	0.210126115	0.522784366	0.389346403	0.50762148	0.543265547	0.331375804	0.542832923	0.378698774	0.526107536	0.50184343	0.334143956	0.514789802	0.430588726	0.532018888	0.536648557	0.445100828	0.563542699	0.45276617	0.581506341	0.546432907	0.245512662	0.556447579	0.302399495	0.533593451	0.531334406	0.379212472	0.360298352	0.339354396	0.581505174	0.335630935	0.522862879	0.511323431	0.600201971	0.542951394	0.535694841	0.559126002	0.274803202	0.53401261	0.492083202	0.343238886	0.583655371	0.461679291	0.562504154	0.516673596	0.119845807	0.532822696	0.493184689	0.549823541	0.56275806	0.581847919	0.498622731	0.509340205	0.457055389	0.243498885	0.536030564	0.448524844	0.514797913	0.561420069	0.109627163	0.535385688	0.394337376	0.451399673	0.52959044	0.29801411	0.53264954	0.395877652	0.536765086	0.519681281	0.461756781	0.629114104	0.537060063	0.527210642	0.566408166	0.491878765	0.564768188	0.455646865	0.53734077	0.57716048	0.411667952	0.45895718	0.588441145	0.561992668	0.37432649	0.68677144	0.41711048	0.558616565	0.467384185	0.606744461	0.609454368	0.283113011	0.540675085	0.376117942	0.427468461	0.597272882	0.296447864	0.41064403	0.560577594	0.441590307	0.571197369	0.298186204	0.607015966	0.535237608	0.381676625	0.555992652	0.518245071	0.469146736	0.527365017	0.526127358	0.302450275	0.569437237	0.442229773	0.519101947	0.626594189	0.265539692	0.565591389	0.428569129	0.556568517	0.646578316	0.255145788	0.601425251	0.433440562	0.548219085	0.622421614	0.136488886	0.532020975	0.453831302	0.222471486	0.56895563	0.346156885	0.528535678	0.301308749	0.570015396	0.556609421	0.362188864	0.589161193	0.446570251	0.424414088	0.577943376	0.234133169	0.531127661	0.4127387	0.465643534	0.609571363	0.268144608	0.617504427	0.506088011	0.473883284	0.583054639	0.147275714	0.566492077	0.441691408	0.593555003	0.615133043	0.468604756	0.487611836	0.46791935	0.559334031	0.678192211	0.281423965	0.483506167	0.333378022	0.53761295	0.503470145	0.341713599	0.475957246	0.538427942	0.581568032	0.568738336	0.368597354	0.489698185	0.39894181	0.52106725	0.586643652	0.396503889	0.417738453	0.483839112	0.227753577	0.531054569	0.53851444	0.566117745	0.420922454	0.548852779	0.540266515	0.556760272	0.580586234	0.204481939	0.52700577	0.521499686	0.580114167	0.552425403	0.182712535	0.515843794	0.401777191	0.427695732	0.565064379	0.305089934	0.277770532	0.611291695	0.458538738	0.531611841	0.567640172	0.178039394	0.563335378	0.478616132	0.582407885	0.604042441	0.291819838	0.503877685	0.412854069	0.491469526	0.488624673	0.44009305	0.539581345	0.519449217	0.493355667	0.633023291
X10_d0	0.10219487	0	0.585084979	0.456684211	0.52849165	0.592667745	0.264611703	0.584030535	0.340173283	0.58128269	0.550914855	0.181673605	0.590995563	0.466039481	0.625228918	0.540750721	0.322809029	0.627764057	0.509078728	0.57858768	0.60885988	0.147341798	0.562251788	0.614821915	0.606990456	0.591780698	0.462925003	0.572988453	0.413248052	0.522136277	0.620495277	0.258205516	0.559582332	0.572023718	0.573250412	0.523900361	0.573670569	0.407662921	0.344808295	0.580144682	0.292269163	0.56655637	0.443093996	0.598752899	0.557053616	0.5738905	0.570966923	0.529846335	0.553936243	0.217562773	0.554107358	0.431398895	0.535983816	0.573722453	0.319029693	0.5727797	0.425459674	0.555022093	0.543546785	0.376938707	0.54169725	0.477364639	0.560417679	0.568252284	0.489833644	0.601579245	0.493585643	0.609816815	0.584358074	0.294703349	0.587429223	0.348160361	0.56271465	0.566501508	0.37583491	0.404545649	0.333416882	0.61300786	0.38402615	0.551581737	0.550962271	0.636478987	0.571324899	0.569658843	0.595568521	0.32227	0.562778374	0.526769182	0.336427698	0.614116765	0.509162793	0.577222291	0.55935043	0.113548686	0.56868941	0.533533233	0.577693346	0.593334923	0.618413149	0.541930579	0.533970702	0.493250323	0.259738273	0.574022438	0.487063085	0.543045082	0.595926907	0.104365567	0.56558328	0.405647349	0.490679152	0.56622831	0.328131543	0.565989382	0.436876207	0.564372478	0.548781452	0.47740713	0.65672124	0.584062965	0.554887456	0.598547714	0.516043077	0.594326889	0.502371002	0.565543223	0.607144551	0.430771762	0.497794234	0.618495235	0.598247809	0.403748786	0.715353708	0.430670384	0.586171604	0.513758965	0.63519551	0.646166422	0.277073921	0.571176257	0.422432825	0.475786465	0.630105898	0.291095393	0.45588938	0.588212952	0.45935686	0.600253476	0.316871722	0.63583442	0.578436904	0.417201069	0.587375901	0.555157745	0.51701772	0.554487418	0.560859991	0.304770665	0.598794498	0.484108271	0.548350608	0.656383991	0.291800662	0.594688939	0.471867986	0.58566006	0.677156592	0.290308794	0.630828899	0.477681406	0.57611955	0.65486259	0.131928264	0.549123217	0.494215858	0.258906054	0.598860222	0.358997519	0.558282679	0.344771154	0.599175813	0.586303002	0.38267995	0.618786496	0.48314437	0.465394784	0.607733272	0.292575945	0.559246336	0.459838541	0.513436544	0.639647505	0.304691417	0.646489652	0.533684335	0.502072288	0.613169037	0.14302324	0.602865314	0.487821496	0.621171582	0.645062644	0.486741801	0.516359549	0.506625099	0.587745274	0.708059521	0.319141734	0.514224644	0.37887704	0.566062266	0.537506505	0.325931579	0.505621505	0.573995816	0.610117369	0.599972174	0.37950223	0.524317947	0.446498258	0.548449528	0.616460541	0.406886217	0.464007643	0.51288733	0.233083291	0.564598898	0.566813664	0.596709616	0.439067849	0.588556004	0.578770083	0.585510201	0.611303427	0.234060911	0.559172552	0.565384072	0.60825019	0.582227027	0.161449909	0.546244316	0.447336341	0.4549186	0.59495628	0.293632954	0.27828816	0.64043468	0.505804934	0.560213178	0.598405063	0.217999748	0.593764349	0.511138986	0.61306064	0.634818198	0.319231137	0.541034909	0.459480861	0.52249829	0.52391871	0.459029124	0.568861017	0.560565615	0.530285822	0.664080693
X10_d112	0.547857646	0.585084979	0	0.248747283	0.268439376	0.212934021	0.555068217	0.104025763	0.424189729	0.236417358	0.155084533	0.572519841	0.10148394	0.289571055	0.285739419	0.170427788	0.38543209	0.196822832	0.25093547	0.218439516	0.248874665	0.531696252	0.139124457	0.318840933	0.211039401	0.204562192	0.334812533	0.133258029	0.321155649	0.205871617	0.245694262	0.511934468	0.146939941	0.315401703	0.218717264	0.212910827	0.187679831	0.318341903	0.456244455	0.196886469	0.524677354	0.15543894	0.347811358	0.220134588	0.14511842	0.168854673	0.27549694	0.248138069	0.260932003	0.561411619	0.164937356	0.270804075	0.191760782	0.179631154	0.577974614	0.117008342	0.344862481	0.165135244	0.203211533	0.497553092	0.152068825	0.24523542	0.209856017	0.189744383	0.282018609	0.161131293	0.254367415	0.276792948	0.258034652	0.446736759	0.142185944	0.334454499	0.184338747	0.223414406	0.498426637	0.305138337	0.463439543	0.176363864	0.408307208	0.192135181	0.236597942	0.159707309	0.186617588	0.183319838	0.159010701	0.402407187	0.196894634	0.186710773	0.543783904	0.197029293	0.25265086	0.293412573	0.235400896	0.536101985	0.145630409	0.219857811	0.192557676	0.174366136	0.185070555	0.223113729	0.202606281	0.280766276	0.511598428	0.148979782	0.24969782	0.168258148	0.233441504	0.548047496	0.163364841	0.357789496	0.195905152	0.204945788	0.410433908	0.175906567	0.278511984	0.197441801	0.182351288	0.26916014	0.299357827	0.278111269	0.225703072	0.230522545	0.171574422	0.172547527	0.215365691	0.220879476	0.243797202	0.391178465	0.246091196	0.193603694	0.249218752	0.283123865	0.376979054	0.325818754	0.191349082	0.242245915	0.305607154	0.277295593	0.544474237	0.181953374	0.370328458	0.236401842	0.270889765	0.531345987	0.257084216	0.226308894	0.325456054	0.214888233	0.447008112	0.254366795	0.221760383	0.305136008	0.309899347	0.163348097	0.224376838	0.227264717	0.207905395	0.476617141	0.212763924	0.343354457	0.29255579	0.290567269	0.415355428	0.180544657	0.36130602	0.181786682	0.270724731	0.35809895	0.276089523	0.366524219	0.18660999	0.287339296	0.537590047	0.219231861	0.309107888	0.483890467	0.182334799	0.404757446	0.15357033	0.385710901	0.254426314	0.212894518	0.448016652	0.209185612	0.28223877	0.314189005	0.222441651	0.438219123	0.173452507	0.344721839	0.230463542	0.278387179	0.418740574	0.231250117	0.224921713	0.246360759	0.214358849	0.535245542	0.164850684	0.298740129	0.283000546	0.248331594	0.319777102	0.235448807	0.382793601	0.198744713	0.346497651	0.526089818	0.197343136	0.360109105	0.182945017	0.166497949	0.548550279	0.221766132	0.268065293	0.197515368	0.207324697	0.328072863	0.297356618	0.36022502	0.200211979	0.225282926	0.31697265	0.367203968	0.22301337	0.436155191	0.238248006	0.175412432	0.202551064	0.259385692	0.18974952	0.215337919	0.177097536	0.238363725	0.572215926	0.180584594	0.283293253	0.245432361	0.192495457	0.552276895	0.194844929	0.295707815	0.472723836	0.206918233	0.566925506	0.501702804	0.230165034	0.247881891	0.228378179	0.218890939	0.511064336	0.168529354	0.231887782	0.215192897	0.241838747	0.541339986	0.182760347	0.256975507	0.181088837	0.190036439	0.388985747	0.169241862	0.238530975	0.244712012	0.282372275
X10_d28	0.412559315	0.456684211	0.248747283	0	0.247034225	0.250549215	0.449631786	0.250127162	0.261808037	0.232578988	0.211033694	0.448376512	0.258730587	0.15287147	0.289799804	0.215506682	0.251690434	0.309668552	0.147482787	0.243338504	0.269815642	0.405581019	0.239282621	0.27909023	0.2561215	0.26424413	0.25922206	0.237327201	0.195426275	0.175620201	0.285329966	0.379097935	0.249290577	0.246813952	0.222271465	0.247436048	0.250407209	0.186367466	0.320659607	0.246532271	0.432305015	0.23649262	0.22527442	0.226852116	0.20882356	0.241975554	0.211766861	0.187556533	0.269848591	0.412087802	0.24887759	0.120387938	0.201594838	0.24758977	0.481045175	0.224193145	0.237245748	0.200493653	0.21350363	0.42485542	0.22253533	0.114427578	0.222031589	0.243134934	0.185081986	0.273228238	0.138098907	0.294533452	0.264361364	0.351897953	0.253590917	0.192320151	0.209189114	0.228551164	0.410003071	0.158473483	0.365432435	0.280930403	0.281564844	0.202479112	0.222909297	0.306641875	0.218264321	0.244945463	0.277380014	0.259975416	0.21228662	0.215944417	0.448070823	0.271093925	0.155481852	0.276673184	0.244310829	0.413667017	0.248918566	0.152775931	0.225780972	0.248087292	0.295981157	0.183746868	0.183199168	0.263425473	0.457487489	0.245452763	0.165205832	0.193448339	0.290845186	0.421115411	0.234347936	0.257244122	0.136070873	0.23867714	0.308999341	0.27887697	0.188292138	0.219815498	0.222826009	0.228917327	0.365095776	0.236943068	0.225804742	0.266639532	0.196408896	0.266592092	0.144301791	0.231714764	0.30180838	0.345184137	0.219697119	0.280836296	0.262518171	0.225159122	0.395791773	0.298138301	0.265328245	0.175644309	0.303551521	0.321392038	0.428642951	0.228729374	0.238283177	0.180287695	0.314109857	0.43423498	0.180299511	0.237739434	0.250796504	0.268733939	0.343844708	0.292046725	0.235404851	0.197334892	0.289095228	0.245785489	0.122114764	0.213345324	0.239703533	0.389305154	0.274235456	0.286514857	0.261025549	0.336965678	0.325891858	0.272687646	0.283603278	0.230814973	0.349300678	0.286033175	0.316074065	0.28704433	0.231016837	0.343926706	0.415626206	0.258023962	0.259730924	0.358277199	0.278356083	0.287559319	0.230089985	0.247157979	0.269262861	0.27376458	0.343832105	0.284217991	0.220165665	0.255073257	0.291962095	0.306668027	0.261734419	0.265830266	0.168177076	0.336659417	0.271270237	0.32132737	0.197367137	0.197559935	0.287642079	0.427097058	0.277657102	0.242214674	0.299821552	0.309444949	0.226465653	0.270280218	0.327908749	0.259415791	0.404252926	0.472394834	0.23529428	0.222971174	0.201349223	0.191606166	0.450515714	0.252717622	0.281376643	0.285444317	0.269572593	0.224427661	0.301249023	0.292679971	0.194441231	0.295376269	0.268581048	0.297964252	0.196287926	0.348852475	0.272299744	0.22261226	0.263209228	0.204969329	0.270605633	0.2188373	0.241973206	0.304114043	0.424213187	0.254568861	0.230508176	0.300999885	0.249956464	0.428790419	0.23572317	0.224998488	0.406786623	0.281552951	0.46820833	0.390859456	0.315616854	0.163567158	0.24666866	0.283135726	0.372747929	0.264433569	0.174589458	0.265717282	0.322540578	0.470834082	0.26516449	0.160013622	0.173751088	0.195352804	0.304101577	0.235976251	0.20799235	0.247112591	0.353489564
X10_d56	0.499928712	0.52849165	0.268439376	0.247034225	0	0.234056045	0.501768024	0.246818135	0.368863449	0.245265774	0.244486067	0.51834885	0.250540235	0.264899736	0.271946306	0.207105756	0.368488799	0.286893699	0.246341505	0.25615184	0.25313691	0.468162911	0.256368896	0.312915453	0.257364858	0.242799998	0.315083511	0.221595666	0.309697585	0.247953363	0.234926273	0.4499715	0.264612697	0.332846039	0.241296797	0.271869896	0.288479144	0.314621338	0.389989078	0.216447977	0.463671325	0.249335497	0.290794702	0.276879345	0.216090639	0.253799811	0.294399038	0.291672347	0.320174256	0.498947499	0.261684153	0.248358232	0.181895608	0.223563184	0.524328677	0.231395475	0.30610073	0.190728014	0.197056343	0.479097283	0.238626198	0.2473503	0.194809095	0.222853237	0.280825716	0.258050738	0.240229774	0.275658971	0.276062235	0.425877564	0.273631133	0.292204769	0.226635724	0.188477535	0.43177063	0.263311955	0.388207106	0.295793346	0.337782815	0.24259631	0.240943265	0.312178874	0.22489871	0.224391465	0.269293819	0.360677112	0.227588633	0.25554229	0.489450634	0.287715257	0.259481836	0.300099112	0.241035671	0.485595508	0.274683204	0.273283614	0.238325718	0.234516864	0.284483539	0.295917123	0.235799122	0.311572753	0.506375874	0.256853403	0.315155903	0.22296395	0.266024248	0.494501046	0.243634656	0.376873062	0.222663397	0.201605482	0.350914515	0.300149818	0.315612258	0.236077311	0.204796159	0.271899962	0.3518159	0.31142595	0.222341217	0.239671901	0.250774155	0.255893348	0.304938317	0.242310125	0.272911012	0.402002922	0.223826271	0.288870844	0.299414199	0.328885491	0.404044951	0.339367945	0.265164975	0.227313932	0.3521277	0.290887459	0.49135956	0.274009416	0.330469667	0.300843525	0.304177655	0.478332922	0.314630317	0.277722683	0.312833677	0.252848315	0.443379098	0.277841084	0.224526475	0.30545723	0.336361789	0.28162357	0.242010336	0.257124437	0.261886585	0.442316303	0.26365852	0.385744306	0.278115704	0.297200454	0.379206236	0.282122321	0.40614589	0.232906698	0.328242514	0.355824726	0.299779553	0.4080537	0.186695212	0.312832162	0.486002872	0.273838698	0.329532806	0.449883054	0.228846443	0.365119287	0.26915974	0.363509057	0.250097951	0.196578109	0.396014101	0.297076459	0.355355605	0.332174987	0.264431902	0.404589833	0.292686505	0.386069332	0.222577326	0.296737518	0.385597084	0.332315544	0.274265584	0.267613682	0.259607389	0.487131017	0.295558497	0.367624852	0.28782407	0.279746224	0.310563289	0.258077795	0.375607383	0.264773482	0.354472366	0.522211625	0.258846012	0.297769948	0.257660955	0.184732749	0.484215672	0.21412471	0.35079046	0.240031379	0.240079079	0.306285526	0.319230743	0.41174256	0.235111443	0.250773819	0.320263623	0.399994114	0.225633208	0.416886285	0.311162914	0.24226237	0.207298578	0.284279408	0.295514225	0.294471168	0.226081669	0.267602644	0.510583109	0.278095107	0.292125685	0.261616321	0.234087116	0.499637229	0.276867853	0.362559791	0.484417523	0.277175063	0.513389791	0.432392229	0.303042432	0.214528314	0.288536343	0.247036103	0.455070242	0.259163548	0.239451003	0.265919973	0.274351393	0.535407523	0.271427213	0.296247131	0.199821911	0.160397643	0.347232098	0.261216316	0.307958924	0.268651408	0.331268818
X10_d84	0.562290463	0.592667745	0.212934021	0.250549215	0.234056045	0	0.569825001	0.213941554	0.431290474	0.167327617	0.166573185	0.587351141	0.1703154	0.295231706	0.188309087	0.125272006	0.389763129	0.173299534	0.226159076	0.12835173	0.101260399	0.540520617	0.187609598	0.227203287	0.138089074	0.135430416	0.338281393	0.151076152	0.318920457	0.170192676	0.109606148	0.513447433	0.190066381	0.21885269	0.137678899	0.254253674	0.182400842	0.331684327	0.463863708	0.106210533	0.536832136	0.190769735	0.347931679	0.129603167	0.161840859	0.16852757	0.198411806	0.259973889	0.239657305	0.565614924	0.219385827	0.266317986	0.163575149	0.15320037	0.596362631	0.185533448	0.36329486	0.135662111	0.165048973	0.552470235	0.207528105	0.246056822	0.117938172	0.140045408	0.194845982	0.122723094	0.227677046	0.162584044	0.173979333	0.497867528	0.197201835	0.335875433	0.139224037	0.131639578	0.515143152	0.306779419	0.473868825	0.15546441	0.414331462	0.139408834	0.175069543	0.168362035	0.173740959	0.129126786	0.166284659	0.408156515	0.162460963	0.223296148	0.562258827	0.129482578	0.214023108	0.213485342	0.2306065	0.551381198	0.211486938	0.254485057	0.155395488	0.175032649	0.173489956	0.206341858	0.179136172	0.269262725	0.570694639	0.181785978	0.268814201	0.157213131	0.199126516	0.55905449	0.177796602	0.391588505	0.20079735	0.127059496	0.412583323	0.256815493	0.321946524	0.13019423	0.179318465	0.293069516	0.232521798	0.186356928	0.212822327	0.109903141	0.204610042	0.129752472	0.251485543	0.236224324	0.144440758	0.420836743	0.219259735	0.137951705	0.186871609	0.255957963	0.273596752	0.334778524	0.148991204	0.217588794	0.206511823	0.174022316	0.560337184	0.229677948	0.356572184	0.263892743	0.165335791	0.548333758	0.280611239	0.167579408	0.339090805	0.132860724	0.483730957	0.145861092	0.157763574	0.301257015	0.237151481	0.237381937	0.236582555	0.225381729	0.171201111	0.490289794	0.131132547	0.385938819	0.316458779	0.170096337	0.431284324	0.191502778	0.405914963	0.171876689	0.16869904	0.378097623	0.204991975	0.404311837	0.140776977	0.173642742	0.555049969	0.20522613	0.330465521	0.488090896	0.1267899	0.41582045	0.227349445	0.394488817	0.265407831	0.198163425	0.458326156	0.127334644	0.286591638	0.345042521	0.132024229	0.448517379	0.227699254	0.387302971	0.218024543	0.175639392	0.4252807	0.188466482	0.223010677	0.169905503	0.119364574	0.551375403	0.205854089	0.33589365	0.180552048	0.132280021	0.251078623	0.245150981	0.410280116	0.197498528	0.235143449	0.586906412	0.255607466	0.369731457	0.154749431	0.151809621	0.565155254	0.243973246	0.259505634	0.239300841	0.131162494	0.330920561	0.328233076	0.387487547	0.189815054	0.121297484	0.325879081	0.402149221	0.159627675	0.474027567	0.305033382	0.202187636	0.124041997	0.278884171	0.242589978	0.161850682	0.168562727	0.159364736	0.576624249	0.217716046	0.285783503	0.245503336	0.12674343	0.567514425	0.231432965	0.332016985	0.513044618	0.216126899	0.58538217	0.514521552	0.163161149	0.220383202	0.284238741	0.145350889	0.519491448	0.188119753	0.163650647	0.137606275	0.155391515	0.599566302	0.246170749	0.281834364	0.162701507	0.172022602	0.391881958	0.19933894	0.255525565	0.290273822	0.201083081
X11_d0	0.279518555	0.264611703	0.555068217	0.449631786	0.501768024	0.569825001	0	0.55437525	0.312013897	0.560708906	0.526536781	0.235932096	0.560279227	0.455975368	0.596697812	0.518253223	0.354639468	0.599853961	0.500369252	0.551840602	0.584722856	0.349225725	0.531754699	0.597106528	0.576235114	0.567980824	0.3973324	0.543104402	0.43151597	0.510485643	0.596322772	0.254654979	0.529052775	0.55267736	0.544579806	0.499240275	0.546367031	0.387974188	0.380484421	0.556031052	0.170379546	0.539084494	0.428319044	0.578086903	0.532331832	0.548400795	0.556088687	0.524737182	0.531571074	0.215825085	0.524551942	0.420936539	0.506596585	0.550627624	0.139213169	0.544963978	0.419725263	0.53080269	0.518353075	0.366930619	0.511517871	0.466152339	0.540670733	0.545399506	0.513697565	0.572084031	0.483441914	0.581730629	0.565460225	0.34984106	0.558289051	0.326033429	0.538041244	0.542714165	0.29487111	0.410133512	0.25157419	0.584099315	0.368367466	0.534687031	0.53903023	0.606860653	0.549556029	0.546446695	0.565924413	0.369142439	0.538822853	0.515666573	0.252902218	0.586148857	0.492959618	0.538014716	0.537576221	0.222092565	0.53838406	0.516767242	0.553813078	0.566036249	0.589868238	0.525002532	0.512470386	0.498843425	0.327322853	0.543442021	0.488039842	0.512889331	0.572419176	0.21747925	0.539036412	0.37025373	0.47051485	0.541493145	0.395467006	0.538429428	0.43367577	0.539639611	0.522981935	0.404037565	0.625786604	0.574939889	0.539285391	0.574825166	0.488348924	0.563255672	0.488279775	0.54014971	0.580867568	0.379412254	0.472790685	0.587631249	0.584595179	0.515980173	0.685270548	0.369830213	0.555718681	0.5060412	0.625658791	0.623112622	0.213861357	0.541956576	0.432578881	0.488781714	0.608202249	0.218615109	0.456398679	0.572356742	0.38261862	0.569826918	0.316145082	0.615192727	0.555839876	0.368218287	0.593841604	0.525759983	0.500194516	0.534565081	0.540098254	0.212258117	0.568749963	0.471700634	0.537282621	0.628588511	0.215733002	0.564588428	0.461469059	0.561897444	0.650674277	0.309682786	0.599524279	0.46768304	0.549189223	0.62855723	0.236103087	0.496369996	0.513339834	0.42684529	0.570768033	0.322261912	0.527552639	0.342615725	0.575016797	0.558588868	0.320878894	0.588697756	0.466550721	0.445085149	0.579785045	0.392484161	0.52938951	0.447884469	0.496179723	0.611954907	0.350549737	0.615498668	0.522461848	0.53096399	0.583001089	0.23712179	0.57352559	0.478157982	0.592488279	0.617390441	0.472739054	0.490129783	0.503197557	0.561015505	0.678977444	0.397483602	0.488879884	0.357274657	0.546249428	0.514125727	0.201941805	0.478827036	0.588087119	0.581534424	0.57408925	0.397033439	0.501132969	0.435712954	0.528591714	0.589193154	0.328639722	0.461633476	0.486800331	0.245326333	0.540861703	0.542765748	0.57053695	0.385625057	0.565214091	0.56310686	0.563862359	0.585221638	0.215580902	0.534120131	0.553250548	0.583153729	0.552945151	0.19994461	0.518377221	0.438074733	0.467188581	0.563110076	0.200271433	0.264829539	0.610975244	0.492629755	0.538413379	0.574390986	0.285331297	0.563971377	0.500088795	0.588971147	0.606525161	0.396603537	0.512453196	0.449157897	0.502629151	0.499264032	0.428693783	0.545105585	0.537203408	0.51183335	0.635363418
