AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,FamilyVar1,IsSingleNode,name,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,PhylumVar1,Radiality,selected,SelfLoops,shared name,Stress,TopologicalCoefficient
1.494845361,0.1823546,0.668965517,0.208898944,52,3,"""Ruminococcaceae""",FALSE,"""ASV311""",14.63461538,0,52,0,"""Firmicutes""",0.992722862,FALSE,0,"""ASV311""",6592,0.157154673
1.81443299,0.027830696,0.551136364,0.455840456,27,4,"""Mogibacteriaceae""",FALSE,"""ASV314""",21.2962963,0,27,0,"""Firmicutes""",0.988023044,FALSE,0,"""ASV314""",1556,0.239284228
2.164948454,4.76E-04,0.461904762,0.785714286,8,4,"""Lachnospiraceae""",FALSE,"""ASV324""",32.375,0,8,0,"""Firmicutes""",0.982868405,FALSE,0,"""ASV324""",34,0.431666667
2.051546392,0.04795665,0.487437186,0.303030303,12,3,""" o__Clostridiales""",FALSE,"""ASV327""",18.33333333,0,12,0,"""Firmicutes""",0.984536082,FALSE,0,"""ASV327""",1518,0.232905983
2.041237113,0.001828372,0.48989899,0.781818182,11,3,"""Paraprevotellaceae""",FALSE,"""ASV33""",26.36363636,0,11,0,"""Bacteroidetes""",0.98468769,FALSE,0,"""ASV33""",230,0.321507761
2.164948454,5.37E-05,0.461904762,0.933333333,6,4,"""Lachnospiraceae""",FALSE,"""ASV379""",39,0,6,0,"""Firmicutes""",0.982868405,FALSE,0,"""ASV379""",4,0.513157895
2.082474227,0.001084295,0.48019802,0.777777778,9,3,"""Mogibacteriaceae""",FALSE,"""ASV382""",33.66666667,0,9,0,"""Firmicutes""",0.984081261,FALSE,0,"""ASV382""",72,0.420833333
2.154639175,4.38E-04,0.464114833,0.80952381,7,4,"""Ruminococcaceae""",FALSE,"""ASV383""",32.14285714,0,7,0,"""Firmicutes""",0.983020012,FALSE,0,"""ASV383""",38,0.422932331
2.402061856,1.81E-04,0.416309013,0.666666667,3,4,"""Clostridiaceae""",FALSE,"""ASV387""",28.33333333,0,3,0,"""Firmicutes""",0.979381443,FALSE,0,"""ASV387""",18,0.488505747
1.907216495,0.016862922,0.524324324,0.533333333,21,4,"""Lachnospiraceae""",FALSE,"""ASV407""",23.85714286,0,21,0,"""Firmicutes""",0.986658581,FALSE,0,"""ASV407""",982,0.277408638
2.257731959,0,0.442922374,1,4,4,"""Ruminococcaceae""",FALSE,"""ASV413""",40,0,4,0,"""Firmicutes""",0.981503942,FALSE,0,"""ASV413""",0,0.571428571
3.175257732,0,0.314935065,0,1,5,"""Lachnospiraceae""",FALSE,"""ASV418""",5,0,1,0,"""Firmicutes""",0.968010916,FALSE,0,"""ASV418""",0,0
2.24742268,0,0.444954128,1,3,4,"""Ruminococcaceae""",FALSE,"""ASV423""",47.66666667,0,3,0,"""Firmicutes""",0.981655549,FALSE,0,"""ASV423""",0,0.662037037
2.051546392,0.050955632,0.487437186,0.263736264,14,4,""" o__Clostridiales""",FALSE,"""ASV436""",17.35714286,0,14,0,"""Firmicutes""",0.984536082,FALSE,0,"""ASV436""",1832,0.227619048
2.134020619,5.16E-04,0.468599034,0.844444444,10,4,"""S24-7""",FALSE,"""ASV44""",27,0,10,0,"""Bacteroidetes""",0.983323226,FALSE,0,"""ASV44""",38,0.355263158
2.835051546,0,0.352727273,1,3,5,"""Coriobacteriaceae""",FALSE,"""ASV470""",18.66666667,0,3,0,"""Actinobacteria""",0.973013948,FALSE,0,"""ASV470""",0,0.666666667
2.195876289,0,0.455399061,1,3,4,"""Lachnospiraceae""",FALSE,"""ASV477""",48.66666667,0,3,0,"""Firmicutes""",0.982413584,FALSE,0,"""ASV477""",0,0.640350877
2.762886598,0,0.361940299,1,2,5,"""Mogibacteriaceae""",FALSE,"""ASV486""",24,0,2,0,"""Firmicutes""",0.974075197,FALSE,0,"""ASV486""",0,0.8
2.092783505,0.003240184,0.477832512,0.636363636,12,4,"""Rikenellaceae""",FALSE,"""ASV51""",24.66666667,0,12,0,"""Bacteroidetes""",0.983929654,FALSE,0,"""ASV51""",142,0.32034632
2.030927835,0.002502392,0.492385787,0.626373626,14,4,""" o__RF32""",FALSE,"""ASV515""",26.57142857,0,14,0,"""Proteobacteria""",0.984839297,FALSE,0,"""ASV515""",166,0.328042328
3.164948454,0,0.315960912,0,1,5,"""Veillonellaceae""",FALSE,"""ASV52""",5,0,1,0,"""Firmicutes""",0.968162523,FALSE,0,"""ASV52""",0,0
2.12371134,9.21E-04,0.470873786,0.694444444,9,4,"""Ruminococcaceae""",FALSE,"""ASV54""",28.55555556,0,9,0,"""Firmicutes""",0.983474833,FALSE,0,"""ASV54""",58,0.370851371
1.87628866,0.044777372,0.532967033,0.438095238,21,3,"""Lachnospiraceae""",FALSE,"""ASV555""",22.9047619,0,21,0,"""Firmicutes""",0.987113402,FALSE,0,"""ASV555""",2086,0.26272578
2.082474227,0.004319112,0.48019802,0.509090909,11,4,"""Lachnospiraceae""",FALSE,"""ASV567""",21.36363636,0,11,0,"""Firmicutes""",0.984081261,FALSE,0,"""ASV567""",282,0.270425777
2.226804124,0,0.449074074,1,5,4,"""Ruminococcaceae""",FALSE,"""ASV569""",41.8,0,5,0,"""Firmicutes""",0.981958763,FALSE,0,"""ASV569""",0,0.580555556
1.989690722,0.010321049,0.502590674,0.575,16,4,"""Ruminococcaceae""",FALSE,"""ASV579""",25.6875,0,16,0,"""Firmicutes""",0.985445725,FALSE,0,"""ASV579""",664,0.3125
3.082474227,0,0.324414716,0,1,5,"""Peptostreptococcaceae""",FALSE,"""ASV588""",15,0,1,0,"""Firmicutes""",0.969375379,FALSE,0,"""ASV588""",0,0
2.164948454,4.84E-05,0.461904762,0.9,5,4,"""Lachnospiraceae""",FALSE,"""ASV60""",34.8,0,5,0,"""Firmicutes""",0.982868405,FALSE,0,"""ASV60""",4,0.451948052
3.041237113,0,0.328813559,0,1,4,"""Ruminococcaceae""",FALSE,"""ASV606""",12,0,1,0,"""Firmicutes""",0.969981807,FALSE,0,"""ASV606""",0,0
2.010309278,0.004934417,0.497435897,0.522875817,18,4,"""Bacteroidaceae""",FALSE,"""ASV61""",23.44444444,0,18,0,"""Bacteroidetes""",0.985142511,FALSE,0,"""ASV61""",300,0.29676512
2.010309278,0.003322922,0.497435897,0.626373626,14,3,"""Paraprevotellaceae""",FALSE,"""ASV62""",22.57142857,0,14,0,"""Bacteroidetes""",0.985142511,FALSE,0,"""ASV62""",310,0.275261324
2.092783505,0.026291301,0.477832512,0.523809524,15,4,"""Coriobacteriaceae""",FALSE,"""ASV63""",20.66666667,0,15,0,"""Actinobacteria""",0.983929654,FALSE,0,"""ASV63""",1188,0.278378378
2.154639175,2.97E-04,0.464114833,0.75,8,4,""" o__Clostridiales""",FALSE,"""ASV637""",27.75,0,8,0,"""Firmicutes""",0.983020012,FALSE,0,"""ASV637""",20,0.37
2.154639175,2.32E-04,0.464114833,0.821428571,8,4,"""Ruminococcaceae""",FALSE,"""ASV639""",33,0,8,0,"""Firmicutes""",0.983020012,FALSE,0,"""ASV639""",16,0.44
2.103092784,0.00357881,0.475490196,0.533333333,10,3,"""Spirochaetaceae""",FALSE,"""ASV65""",26.7,0,10,0,"""Spirochaetes""",0.983778047,FALSE,0,"""ASV65""",282,0.346753247
2.154639175,8.58E-04,0.464114833,0.642857143,8,4,"""Lachnospiraceae""",FALSE,"""ASV652""",22.75,0,8,0,"""Firmicutes""",0.983020012,FALSE,0,"""ASV652""",58,0.299342105
2.24742268,0,0.444954128,1,5,4,"""Anaeroplasmataceae""",FALSE,"""ASV688""",40,0,5,0,"""Tenericutes""",0.981655549,FALSE,0,"""ASV688""",0,0.571428571
2.175257732,4.77E-05,0.45971564,0.964285714,8,4,"""Bacteroidaceae""",FALSE,"""ASV69""",34,0,8,0,"""Bacteroidetes""",0.982716798,FALSE,0,"""ASV69""",4,0.459459459
2.907216495,0,0.343971631,0,1,5,"""Lachnospiraceae""",FALSE,"""ASV698""",21,0,1,0,"""Firmicutes""",0.971952699,FALSE,0,"""ASV698""",0,0
2.371134021,8.59E-05,0.42173913,0.933333333,6,5,"""Ruminococcaceae""",FALSE,"""ASV70""",27,0,6,0,"""Firmicutes""",0.979836264,FALSE,0,"""ASV70""",8,0.428571429
1.927835052,0.011079624,0.518716578,0.442028986,24,4,"""Ruminococcaceae""",FALSE,"""ASV702""",21.125,0,24,0,"""Firmicutes""",0.986355367,FALSE,0,"""ASV702""",660,0.260802469
2.670103093,6.82E-04,0.374517375,0.333333333,3,4,"""Lachnospiraceae""",FALSE,"""ASV703""",15.66666667,0,3,0,"""Firmicutes""",0.97543966,FALSE,0,"""ASV703""",36,0.450980392
3.041237113,0,0.328813559,0,1,5,"""Ruminococcaceae""",FALSE,"""ASV720""",14,0,1,0,"""Firmicutes""",0.969981807,FALSE,0,"""ASV720""",0,0
1.979381443,0.004944228,0.505208333,0.614379085,18,4,"""S24-7""",FALSE,"""ASV73""",25,0,18,0,"""Bacteroidetes""",0.985597332,FALSE,0,"""ASV73""",318,0.304878049
2.298969072,0,0.434977578,1,2,4,"""Rikenellaceae""",FALSE,"""ASV74""",40,0,2,0,"""Bacteroidetes""",0.980897514,FALSE,0,"""ASV74""",0,0.588235294
2.164948454,0,0.461904762,1,6,4,""" o__RF32""",FALSE,"""ASV752""",41.66666667,0,6,0,"""Proteobacteria""",0.982868405,FALSE,0,"""ASV752""",0,0.548245614
2.268041237,0,0.440909091,1,4,4,"""Ruminococcaceae""",FALSE,"""ASV76""",29.75,0,4,0,"""Firmicutes""",0.981352335,FALSE,0,"""ASV76""",0,0.43115942
2.216494845,1.76E-04,0.451162791,0.80952381,7,4,"""Ruminococcaceae""",FALSE,"""ASV766""",31.85714286,0,7,0,"""Firmicutes""",0.98211037,FALSE,0,"""ASV766""",10,0.448692153
2.268041237,0,0.440909091,1,4,4,"""Ruminococcaceae""",FALSE,"""ASV77""",29.75,0,4,0,"""Firmicutes""",0.981352335,FALSE,0,"""ASV77""",0,0.43115942
2.865979381,0,0.348920863,0,1,4,"""Ruminococcaceae""",FALSE,"""ASV772""",21,0,1,0,"""Firmicutes""",0.972559127,FALSE,0,"""ASV772""",0,0
3.041237113,0,0.328813559,0,1,4,"""Ruminococcaceae""",FALSE,"""ASV783""",12,0,1,0,"""Firmicutes""",0.969981807,FALSE,0,"""ASV783""",0,0
2.175257732,0.020618557,0.45971564,0.6,5,4,"""Prevotellaceae""",FALSE,"""ASV85""",40.2,0,5,0,"""Bacteroidetes""",0.982716798,FALSE,0,"""ASV85""",592,0.533333333
1.917525773,0.016260207,0.521505376,0.424242424,22,4,"""Mogibacteriaceae""",FALSE,"""ASV873""",20.68181818,0,22,0,"""Firmicutes""",0.986506974,FALSE,0,"""ASV873""",918,0.246212121
1.855670103,0.038617842,0.538888889,0.415384615,26,4,"""Ruminococcaceae""",FALSE,"""ASV89""",19.88461538,0,26,0,"""Firmicutes""",0.987416616,FALSE,0,"""ASV89""",1734,0.233484163
1.536082474,0.109691268,0.651006711,0.224963716,53,4,""" o__Clostridiales""",FALSE,"""ASV91""",14.98113208,0,53,0,"""Firmicutes""",0.992116434,FALSE,0,"""ASV91""",4884,0.166457023
2.721649485,0,0.367424242,0,1,5,"""Lachnospiraceae""",FALSE,"""ASV939""",37,0,1,0,"""Firmicutes""",0.974681625,FALSE,0,"""ASV939""",0,0
2.030927835,0.002383274,0.492385787,0.712121212,12,3,"""Paraprevotellaceae""",FALSE,"""ASV97""",25,0,12,0,"""Bacteroidetes""",0.984839297,FALSE,0,"""ASV97""",262,0.304878049
2.134020619,2.03E-04,0.468599034,0.866666667,6,4,"""Ruminococcaceae""",FALSE,"""ASV988""",38.16666667,0,6,0,"""Firmicutes""",0.983323226,FALSE,0,"""ASV988""",18,0.483122363
