Phylum	Class	Order	Family	Genus	Species	Confidence	ASVs
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	 g__Coprococcus	0.9808609	eeb6d322546c552a9c8ee8d48599ccd2
Cyanobacteria	4C0d-2	YS2	 o__YS2	 o__YS2	 o__YS2	1	cb4dcf99c8ab646d8adb04a6ee363be2
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9990711	8c425fddc40db16e5b7b9a0f0707a630
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	 g__Anaerostipes	0.9574231	fcc66859e441dabc80215959e2ec5ba1
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9998012	7bac2fc86168f89efc9959d1cb223302
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9173336	edabfa29532b9928f8b6ef726f4b5873
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Gemmiger	 s__formicilis	0.8592139	0254796f5ddd8ca1a78f8f574170bdb1
Firmicutes	Clostridia	Clostridiales	Tissierellaceae	Helcococcus	 g__Helcococcus	1	0cb7ae77f29ae812d177519057c000eb
Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	 f__Enterobacteriaceae	 f__Enterobacteriaceae	0.9999996	68b5b3b6ac47d3a769166283f9529465
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	28bb9e0c1cfb1999a3ee301106dd93cc
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9994781	ff2cb40c6c83710339e18b83f667e82b
Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Selenomonas	 s__bovis	0.8496567	5a6dcfd0369175c314f2c87eac24c9c9
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9997397	bdbf05efe79f4f7cd35df676517e7b11
Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	 f__Enterobacteriaceae	 f__Enterobacteriaceae	0.9999999	b775533cc454cc7c64f9554c9fc6de85
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9970615	12806ad6bbd6ec2bdabc630c7e7db631
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	0.9999704	a7efa00405524636921268348aa1f775
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	1	08aef0aeb964616eec7e3032e5cfe45f
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.8379056	fb87914489da364442a42b0718b373c0
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9998666	4c1165c8985a37a484105131693c8e0a
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Clostridium	 s__methylpentosum	0.8915807	0571b8e4fcdb6932d0650feb18245cfd
Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	 g__Bulleidia	0.986122	3a6b143fc1be366ff769fbb8392afe45
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9657015	c25a36d2c36b80b3cb3064bee8f16f99
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.8326573	65bad43ef4163475b062a7dfdf359164
Firmicutes	Clostridia	Clostridiales	Peptococcaceae	rc4-4	 g__rc4-4	0.872682	634d891620671afcec220621d0faa512
Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	 f__Coriobacteriaceae	 f__Coriobacteriaceae	0.9939525	3b1d66f2029306c175962d3bd60104f2
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9995134	874b6c2b860a06807efd5763ad23c6c4
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.998269	5d9baf54cc16b9c9c8989b9bef7947f5
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9886811	1918bc162363d608b4f825055cd7f63d
Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Bulleidia	 g__Bulleidia	0.9999916	a4ef2e804791b482a43941c8e77d9ed2
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999892	e0c06bc1fa7e98bd8263d42aba576883
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	 g__Parabacteroides	0.9999998	0d148c5e6f41f82c24b4f4cb94976d5e
Crenarchaeota	Thaumarchaeota	Nitrososphaerales	Nitrososphaeraceae	Candidatus Nitrososphaera	 s__SCA1170	0.9999999	89aae774868bf97764c68973f8b644b7
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9827652	2bfd945b34008473ee6841d16ba29161
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	378faeab282e586f78eb37c87077bfc6
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	 g__Coprococcus	0.7350735	e4ba04a2bf207cc4802c889012020d81
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	 g__Anaerostipes	0.9203225	15b750aab5bf545959e48fa8f1eb2bd2
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9663585	7143a5438d728719b975cbddd8d2f197
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.986487	5bca7407c8f3a4d9b82cfc853507f69a
Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	 g__Lactobacillus	0.9999912	abf5b44ae423d2488a3de129de91dbc6
Tenericutes	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	 s__hyorhinis	0.8939834	22a51d2253a5fef39748ad361e1ffb67
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 g__Bacteroides	0.9999996	c539e48154819eda1a6e4e9358354ed4
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	 g__Anaerostipes	0.7193952	b840b901e8e8cc631fe392639012351d
Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	 g__Enterococcus	0.8342523	aa6626c71ac914c0641dcce35cd8177c
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9994481	d5c13a6583b8a383a1c482d11bb0cf8f
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 s__acidifaciens	0.7985148	89ab7d69dc2a49d2853e3d62accca859
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9953041	1cb097095ac2bd998fd74fd24ca4dde8
Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Acidaminococcus	 g__Acidaminococcus	0.9999995	27c70afb9b3a94abc221667553137dc4
k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	1	04168a6929dd7aa9f31397a9871ed2a5
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9841995	1f2f9a9a3ad11245bb682ef20368c2d1
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	 s__lavalense	0.9233577	08d83908c0337603d203d75d8e0cd6e8
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9079467	26ced0e6e7ae9d9525711d9bed4cc5a8
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.8406647	27e58c75b65a7d8f1e3cf4149872a771
Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	 f__Coriobacteriaceae	 f__Coriobacteriaceae	1	461b5b0e5cf09324d02d8afb6b5abb0c
k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	1	bfbf76f51699cf834bbc33070277942f
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9970105	b7c37f42ff27cee6a863253facaad967
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9988667	bfa90b95ee47eaaf918ba076cd7d6b1f
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9414874	9f975679bd9849866460aaa0d5a7364f
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9977701	ec7ab99189fca64c6046c43602bae545
Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobrevibacter	 g__Methanobrevibacter	1	a8a919c4afb53a40d92bba4cc6d3c218
Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	 f__S24-7	 f__S24-7	0.9999999	4040216b827841b6c491eeeacb64e5b0
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	 g__Coprococcus	0.9995783	21682704c3b1b93bdc77b1b1009373d1
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	4d99e54d6131670624131b8ff8d4acc2
k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	1	50a94cd91b1c19980b45f81cb638d11e
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9623524	f2ec92fe422bc5ce4ad0f4de47d0e374
Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanosphaera	 g__Methanosphaera	0.9999998	6c490dcf8a430f1584466179c8dd89ba
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.8785717	6d2dd9703d780c833d3eb32b7982961c
Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae	Peptostreptococcus	 s__anaerobius	0.9998603	ce4b2eacd32bed4806ffc8b74af2b0d7
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9995347	ee45ab8ad4ef9c4a95141b0e626f1c09
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999569	bd852df2fd6ad6f9fa3550bb4cf55824
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	 g__Parabacteroides	0.9998691	8a7952f6e691a21ed1b31364f9a69e16
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	 g__Parabacteroides	0.9997438	0068b6ddb65e1617a197a7c787598205
Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	 f__Coriobacteriaceae	 f__Coriobacteriaceae	1	5f030cc1505968ec5b12c5bdd6bef1b4
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.8738634	a110a073e8f6e4bb02f0f0e743838eac
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	02d06	 g__02d06	0.7560428	2120707804161e48774c3a07e871be2e
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9996637	b2ba2d15c88ebfdb726f2af7665a2234
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9484321	805c0871706aa7d5ad4f84db236677a6
Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	 f__Enterobacteriaceae	 f__Enterobacteriaceae	0.9999999	3fccdcb11f87503e69b3c0ecb348284f
Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae	Parabacteroides	 g__Parabacteroides	0.999779	7fb32e375855679cd3e78473e95daf8b
Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	 f__Enterobacteriaceae	 f__Enterobacteriaceae	0.9999994	b35973f7bb11599632bf513886da6efa
Synergistetes	Synergistia	Synergistales	Synergistaceae	Synergistes	 g__Synergistes	0.9999604	bd26ed7cf19f48966431f18c7eb580c4
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9702762	4bf3efb644ccbf190fb894ab03a450c3
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Butyrivibrio	 g__Butyrivibrio	0.9970791	c02663723e2beba25b6c045046302456
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9999972	88bccc175fece25f4d7cc1432d19b8b4
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999754	ffe415a124a4cab4c5834861178114e0
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.7279948	33975ca55f33a1ee47e5704dc8b9041b
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.8737924	8004251d609ba58ee67aac32331dd2a7
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9996735	2f4cee78640221ad4766697e58a52124
Firmicutes	Clostridia	Clostridiales	Veillonellaceae	Veillonella	 s__parvula	0.9445903	808b8e2cb18cce8d1dcc54ec8c021588
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999998	459bddb840665248c9ed2b5be5a4bf9b
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.8977159	833a916233f32474f8824e8a0d5735e3
Firmicutes	Bacilli	Turicibacterales	Turicibacteraceae	Turicibacter	 g__Turicibacter	0.999998	8fa3ee9e73d1f9dbdb217a7a5588503a
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	 g__Blautia	0.769935	2c375502c7d47cf376cd79576bb442ad
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9956591	265efb11a67eced3bbb620ea1eb92793
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9602246	9aa1385d6fd75be0648bb6175c2dbb16
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9993064	2d47713fcdb5aa14f9e1612055b05d69
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9975152	c176e939bc548f7703908f7b229c9bf8
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9631203	cf994bcef783acf414eeb654293b58dc
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9999761	95c38bb838d675816018cc3fe5a8c7ec
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9567757	354a3b875066faae8e8d98e51be4dae5
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.957249	53115019b16af4563dca3a46d1f0a219
Bacteroidetes	Bacteroidia	Bacteroidales	Odoribacteraceae	Butyricimonas	 g__Butyricimonas	1	75d7120620e5b34fd24b77448cf749bd
Firmicutes	Clostridia	Clostridiales	Mogibacteriaceae	 f__Mogibacteriaceae	 f__Mogibacteriaceae	0.939066	c4e55e3740f8950f2db9d1753130aa5d
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.8329373	6bc5aaaa0ad978be7852c146478cbf27
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9720076	2c200ed6f060db0e58fe37c2d44382ac
Firmicutes	Clostridia	Clostridiales	Tissierellaceae	Helcococcus	 g__Helcococcus	1	89869fec5f6b2d22a86fd7af1729698f
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.8956187	231a05bb6980bc3b0f0126099ae50b89
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.999907	3994d05e0d1812d3188eb2aae326f83d
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	 g__Clostridium	0.7405571	fdbc497df3ee2da441f1577b47a1814e
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9871885	41997e484e635839be2d4946eb6e85c4
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 g__Bacteroides	0.8896804	3270fecd03cb95895faa6163ab05cc6e
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	4a93d9199c2d0ec751b00e752c2e0613
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	 f__Comamonadaceae	 f__Comamonadaceae	0.9998493	459bbc30f8b64d8de305af7747347f9f
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9998809	fa4e4cf0cbfefddc09f728d801f89072
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.9571048	6a4c69ccb2a5cb636ddec0415c9fd541
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9725653	10bc1ab54663dc8ba3d9ee2e73d4ead2
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9971952	21f63514b07168965aa92d4b7b2a6280
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter	 g__Acinetobacter	0.9193555	e7de81937b8d0bea61cf762c74d6d416
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	 s__faecis	0.8458509	f56702ba9a7efdf77b8e8d751ce775b0
Firmicutes	Clostridia	Clostridiales	Christensenellaceae	 f__Christensenellaceae	 f__Christensenellaceae	0.9990131	378292c9ae2881431f9cfed29e4a6978
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Epulopiscium	 g__Epulopiscium	0.997957	e75f157ae9b7d7519b7fa6c05dd90164
Firmicutes	Clostridia	Clostridiales	Veillonellaceae	 f__Veillonellaceae	 f__Veillonellaceae	1	0fa5f1527a7d066fa65179e3fcf3dcfd
Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	 g__Prevotella	0.9999935	f50f5bb8a84390efcfb3f4e419b6b057
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Anaerostipes	 g__Anaerostipes	0.956601	5cb373dc2bc5fe3f1d89a4b65f077054
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9968922	abbf34200ba5a4353ffb77192dd0c7ad
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.981734	9fcc80c279f9847b66eac6f812e75eb3
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.8497381	d14a6ce7c814fc87562472f1e9907c4d
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9477428	3367d09cdcec58c437f5417749280405
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	 s__hathewayi	0.9998626	c2c9dd2d0e055bd37e4fe6f31d08569c
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9997278	97eb920873fcebe3c409efeb627bc5f8
Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	 s__ovatus	0.9995909	5ba22194763cf220e670a210220331de
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	55bb822bad4b5d2099a51fa25f143918
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9899095	6c35ec2d75383276b44e2205ce1db619
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.8795384	07c7ed10f5f2517a2fa9c6fdad00f024
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	 g__Clostridium	0.7388227	8733d2c2caf3825171adf558539551ca
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.958234	efbd7c9b709a0c39d4fe32470c5ecaa4
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.7225351	57bb3a0d9691991185c967e856d58860
Bacteroidetes	Bacteroidia	Bacteroidales	Rikenellaceae	 f__Rikenellaceae	 f__Rikenellaceae	0.9996267	8341c8afa2bdb02272960c30fdc1835c
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Clostridium	 s__hathewayi	0.9728479	c5b197a9610ef62b5b242325bff44994
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9884477	928774043acb4c56a916ec686cd2aa72
Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter	 g__Arthrobacter	0.8020287	f40222f1cd744ea66aca1780696fa9fc
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9999204	42799970f68aaaadeda3cd5f9c1f06f3
Tenericutes	Mollicutes	RF39	 o__RF39	 o__RF39	 o__RF39	1	39f33ba33f6fa9d9f1707d3a1d5d3ccb
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9348716	5b2733155e19aaf8b114b214d69b1df2
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.8884356	2950b61f8ef1331211bba5c626c610ad
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9982194	e5aa6cab9094e8f8c5e134048d642413
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9974847	c7a4f85e4e16259957b146aabe020e31
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	 f__Clostridiaceae	 f__Clostridiaceae	1	7e887dd47a8607fe7e85bfa9ae830f16
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	 g__Clostridium	0.8512434	f4336523668cc6a0f9278c236ba59f94
Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	 f__Erysipelotrichaceae	 f__Erysipelotrichaceae	0.8780032	7aae2258062f24176515e082d2c0121e
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.8879973	99cb87e58d76e34c52c641282efba188
k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	k__Bacteria	0.9822447	6d783dc568b0a38144389f96836b43c0
Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	 f__Erysipelotrichaceae	 f__Erysipelotrichaceae	0.9609386	6c006fe23d8313d22b0edd5734303f7e
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9996213	43c4d7f9d60ac2f53ec7f0fd5b3b952b
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.7196137	d8d599ae260bcc66a7eeeef3ffe98b18
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	 g__Clostridium	0.7674719	11f764abda97a5c6b024f97b2f7196ab
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9800727	7227e86f471430d26109e67d1ee0f3c4
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.8002454	4aed99b7919d9a69beaa57387b89b83b
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9379188	fd840dec08aad634752d5f2a6fd2ff4f
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Roseburia	 s__faecis	0.8834316	a03da035bbaecd73e03f83ee8b5a948b
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9930083	863ad269fd3a872acc6054ad81be7306
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Ruminococcus	 g__Ruminococcus	0.9232291	75690e7960fdfcb9808c872ff9381b7a
Firmicutes	Erysipelotrichi	Erysipelotrichales	Erysipelotrichaceae	Coprobacillus	 g__Coprobacillus	0.9945925	3efc6324e51eb0ddbcafa9a6c0a26f39
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Blautia	 g__Blautia	0.828347	5601e869b6c6303f0af7a604322f27fe
Bacteroidetes	Bacteroidia	Bacteroidales	S24-7	 f__S24-7	 f__S24-7	1	d4f0b07839427c7e4a7c38381b679e1d
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.8120706	11088218516f221cdd2a3ef8913f5233
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	 f__Ruminococcaceae	 f__Ruminococcaceae	0.9901018	a9adb4c3a14044dd76b757164e2863d7
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	 f__Lachnospiraceae	 f__Lachnospiraceae	0.9880848	3aa3ae268fa4de6ca7b7ee41b988cc31
Firmicutes	Clostridia	Clostridiales	Lachnospiraceae	Coprococcus	 g__Coprococcus	0.7224272	2134219d36f9315b3718a035078dcb33
Firmicutes	Clostridia	Clostridiales	 o__Clostridiales	 o__Clostridiales	 o__Clostridiales	0.9561374	6c8f2dfdf5d31bc731f8b664829a9616
Actinobacteria	Actinobacteria	Actinomycetales	Micrococcaceae	Arthrobacter	 g__Arthrobacter	0.9070848	5010df00914e9075242dd32315b6a3f2
Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	 g__Fibrobacter	1	2b05aacd177af3e05477a4747a1e4ec9
Firmicutes	Clostridia	Clostridiales	Ruminococcaceae	Oscillospira	 g__Oscillospira	0.9983972	17e1dd9ac64571ad5f6137fa989ea55d
