AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,FamilyVar1,IsSingleNode,name,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,PhylumVar1,Radiality,selected,SelfLoops,shared name,Stress,TopologicalCoefficient
2.515151515,0,0.397590361,0,1,5,"""Prevotellaceae""",FALSE,"""ASV1""",19,0,1,0,"""Bacteroidetes""",0.924242424,FALSE,0,"""ASV1""",0,0
1.545454545,0.223785327,0.647058824,0.339181287,19,4,"""Coriobacteriaceae""",FALSE,"""ASV10""",8.263157895,0,19,0,"""Actinobacteria""",0.972727273,FALSE,0,"""ASV10""",664,0.283121597
1.515151515,0.262154107,0.66,0.310526316,20,4,"""Ruminococcaceae""",FALSE,"""ASV100""",7.95,0,20,0,"""Firmicutes""",0.974242424,FALSE,0,"""ASV100""",738,0.280357143
2.484848485,0.118422203,0.402439024,0,3,4,"""Lachnospiraceae""",FALSE,"""ASV101""",6,0,3,0,"""Firmicutes""",0.925757576,FALSE,0,"""ASV101""",426,0.416666667
1.636363636,0.105226224,0.611111111,0.425,16,4,"""Lachnospiraceae""",FALSE,"""ASV106""",9.25,0,16,0,"""Firmicutes""",0.968181818,FALSE,0,"""ASV106""",432,0.308333333
2.484848485,0,0.402439024,0,1,5,"""Ruminococcaceae""",FALSE,"""ASV1084""",20,0,1,0,"""Firmicutes""",0.925757576,FALSE,0,"""ASV1084""",0,0
2.393939394,0,0.417721519,1,2,4,"""Lachnospiraceae""",FALSE,"""ASV116""",11.5,0,2,0,"""Firmicutes""",0.93030303,FALSE,0,"""ASV116""",0,0.605263158
2.424242424,0.00239899,0.4125,0.666666667,4,4,"""Lachnospiraceae""",FALSE,"""ASV152""",9,0,4,0,"""Firmicutes""",0.928787879,FALSE,0,"""ASV152""",10,0.5625
2,0.005459355,0.5,0.785714286,8,5,"""Lachnospiraceae""",FALSE,"""ASV167""",12.875,0,8,0,"""Firmicutes""",0.95,FALSE,0,"""ASV167""",26,0.459821429
1.878787879,0.015582839,0.532258065,0.722222222,9,4,"""Lactobacillaceae""",FALSE,"""ASV187""",12,0,9,0,"""Firmicutes""",0.956060606,FALSE,0,"""ASV187""",94,0.413793103
1.848484848,0.10714342,0.540983607,0.5,9,3,"""Lachnospiraceae""",FALSE,"""ASV198""",10.88888889,0,9,0,"""Firmicutes""",0.957575758,FALSE,0,"""ASV198""",444,0.384920635
1.848484848,0.038728007,0.540983607,0.5,13,5,"""Ruminococcaceae""",FALSE,"""ASV20""",9.923076923,0,13,0,"""Firmicutes""",0.957575758,FALSE,0,"""ASV20""",158,0.354395604
2.333333333,0.00385101,0.428571429,0.7,5,5,"""Ruminococcaceae""",FALSE,"""ASV215""",12,0,5,0,"""Firmicutes""",0.933333333,FALSE,0,"""ASV215""",10,0.571428571
2.333333333,0.059712363,0.428571429,0.3,5,4,"""Lachnospiraceae""",FALSE,"""ASV23""",6,0,5,0,"""Firmicutes""",0.933333333,FALSE,0,"""ASV23""",226,0.333333333
3.272727273,0,0.305555556,1,2,5,"""Lachnospiraceae""",FALSE,"""ASV236""",4,0,2,0,"""Firmicutes""",0.886363636,FALSE,0,"""ASV236""",0,0.8
1.96969697,0.0617703,0.507692308,0.694444444,9,5,"""Lachnospiraceae""",FALSE,"""ASV258""",12.11111111,0,9,0,"""Firmicutes""",0.951515152,FALSE,0,"""ASV258""",190,0.444444444
2.151515152,0.001720328,0.464788732,0.80952381,7,5,"""Ruminococcaceae""",FALSE,"""ASV27""",13,0,7,0,"""Firmicutes""",0.942424242,FALSE,0,"""ASV27""",10,0.52
2.121212121,0.005825887,0.471428571,0.733333333,6,5,"""Lactobacillaceae""",FALSE,"""ASV28""",12.83333333,0,6,0,"""Firmicutes""",0.943939394,FALSE,0,"""ASV28""",32,0.493589744
2.484848485,0,0.402439024,1,2,5,""" o__Clostridiales""",FALSE,"""ASV296""",12,0,2,0,"""Firmicutes""",0.925757576,FALSE,0,"""ASV296""",0,0.631578947
2.212121212,0.015208376,0.452054795,0.5,5,5,"""Lactobacillaceae""",FALSE,"""ASV31""",9.6,0,5,0,"""Firmicutes""",0.939393939,FALSE,0,"""ASV31""",74,0.4
1.696969697,0.101796972,0.589285714,0.461538462,13,4,"""Lachnospiraceae""",FALSE,"""ASV32""",10,0,13,0,"""Firmicutes""",0.965151515,FALSE,0,"""ASV32""",404,0.322580645
2.181818182,0.00134154,0.458333333,0.8,6,5,"""Ruminococcaceae""",FALSE,"""ASV321""",12.66666667,0,6,0,"""Firmicutes""",0.940909091,FALSE,0,"""ASV321""",8,0.506666667
3.393939394,0.060606061,0.294642857,0,2,5,"""Lachnospiraceae""",FALSE,"""ASV331""",2,0,2,0,"""Firmicutes""",0.88030303,FALSE,0,"""ASV331""",212,0.5
2.090909091,0.011690703,0.47826087,0.619047619,7,5,"""Ruminococcaceae""",FALSE,"""ASV34""",11.42857143,0,7,0,"""Firmicutes""",0.945454545,FALSE,0,"""ASV34""",46,0.43956044
4.363636364,0,0.229166667,0,1,6,"""Ruminococcaceae""",FALSE,"""ASV342""",2,0,1,0,"""Firmicutes""",0.831818182,FALSE,0,"""ASV342""",0,0
2.151515152,0.002448593,0.464788732,0.761904762,7,5,"""Ruminococcaceae""",FALSE,"""ASV349""",12.85714286,0,7,0,"""Firmicutes""",0.942424242,FALSE,0,"""ASV349""",12,0.514285714
2.454545455,0,0.407407407,1,2,5,"""Ruminococcaceae""",FALSE,"""ASV380""",13.5,0,2,0,"""Firmicutes""",0.927272727,FALSE,0,"""ASV380""",0,0.675
1.909090909,0.015785083,0.523809524,0.644444444,10,4,"""Ruminococcaceae""",FALSE,"""ASV42""",11.4,0,10,0,"""Firmicutes""",0.954545455,FALSE,0,"""ASV42""",96,0.407142857
2.212121212,9.47E-04,0.452054795,0.833333333,4,4,"""Lachnospiraceae""",FALSE,"""ASV497""",13.25,0,4,0,"""Firmicutes""",0.939393939,FALSE,0,"""ASV497""",8,0.552083333
2.484848485,0,0.402439024,1,2,5,"""Lachnospiraceae""",FALSE,"""ASV57""",16,0,2,0,"""Firmicutes""",0.925757576,FALSE,0,"""ASV57""",0,0.842105263
2.666666667,0.01232775,0.375,0.666666667,3,4,"""Lachnospiraceae""",FALSE,"""ASV59""",4.666666667,0,3,0,"""Firmicutes""",0.916666667,FALSE,0,"""ASV59""",60,0.466666667
2.939393939,0,0.340206186,0,1,6,"""Erysipelotrichaceae""",FALSE,"""ASV675""",9,0,1,0,"""Firmicutes""",0.903030303,FALSE,0,"""ASV675""",0,0
1.878787879,0.152431228,0.532258065,0.238095238,7,3,"""Lachnospiraceae""",FALSE,"""ASV79""",9.714285714,0,7,0,"""Firmicutes""",0.956060606,FALSE,0,"""ASV79""",540,0.330049261
2.484848485,0,0.402439024,0,1,5,"""Ruminococcaceae""",FALSE,"""ASV823""",20,0,1,0,"""Firmicutes""",0.925757576,FALSE,0,"""ASV823""",0,0
