	1_d0	10_d0	11_d0	12_d0	13_d0	14_d0	15_d0	16_d0	18_d0	2_d0	20_d0	21_d0	24_d0	25_d0	26_d0	29_d0	3_d0	4_d0	5_d0	6_d0	61_d0	62_d0	63_d0	64_d0	65_d0	66_d0	67_d0	68_d0	69_d0	70_d0	71_d0	72_d0	73_d0	74_d0	75_d0	76_d0	77_d0	78_d0	79_d0	8_d0	80_d0	81_d0	82_d0	83_d0	84_d0	85_d0	86_d0	87_d0	88_d0	89_d0	9_d0	90_d0
X8_d0	0.281423965	0.319141734	0.397483602	0.302160141	0.359197572	0.307767391	0.472328828	0.314080078	0.382809245	0.368080361	0.446768481	0.223589264	0.267436134	0.378927184	0.341837179	0.39946832	0.285786455	0.136550443	0.289041784	0.327776053	0.481636161	0.509717397	0.449902196	0.48918937	0.445046054	0.377564144	0.392433455	0.461922857	0.432773106	0.433273311	0.380233219	0.351654927	0.301342625	0.378096197	0.39712952	0.307110507	0.349569876	0.295215091	0.513820278	0	0.439386903	0.396318771	0.429483464	0.347849106	0.442420743	0.375973841	0.327952267	0.429226516	0.319425048	0.298795059	0.084478843	0.466250265
X80_d0	0.341713599	0.325931579	0.201941805	0.325737116	0.404261015	0.355565659	0.435200981	0.312752043	0.211017762	0.251815589	0.125364489	0.30982308	0.310437588	0.257526236	0.247564461	0.330692966	0.293997959	0.380337351	0.286158164	0.34088758	0.440856706	0.475092717	0.410723981	0.462165757	0.407156314	0.300776393	0.299623033	0.422945645	0.411137765	0.21860636	0.244225731	0.314430891	0.29076437	0.349975469	0.356575344	0.410423282	0.36048512	0.285170769	0.475137793	0.439386903	0	0.395745135	0.320008145	0.281734821	0.394447109	0.155433028	0.266213408	0.229923764	0.311082346	0.336299995	0.431714535	0.419377002
X81_d0	0.368597354	0.37950223	0.397033439	0.355201346	0.157605701	0.327644323	0.176758018	0.31608676	0.364618435	0.371092716	0.430111644	0.420919366	0.275295443	0.35113298	0.301455435	0.393671258	0.332673628	0.365044476	0.332084985	0.218730505	0.209645892	0.257930572	0.360579171	0.293349301	0.313330929	0.37442767	0.392238591	0.166468552	0.224001686	0.379787992	0.291195899	0.237392841	0.329013014	0.21471318	0.298345757	0.246657138	0.21342509	0.37436984	0.202822294	0.396318771	0.395745135	0	0.268137663	0.277006577	0.220300708	0.370244243	0.341495487	0.420871312	0.280673567	0.313389483	0.405433187	0.26417019
X82_d0	0.396503889	0.406886217	0.328639722	0.322199836	0.259177733	0.345814664	0.263012797	0.283289742	0.276931574	0.394849973	0.368457591	0.390934107	0.294863883	0.252132358	0.243023316	0.305709836	0.347810228	0.351708221	0.356655128	0.250465424	0.254075202	0.255914024	0.230854176	0.250229837	0.167378878	0.305230934	0.307322923	0.249531423	0.173820121	0.228007912	0.260767287	0.187856646	0.363648351	0.216980381	0.250916662	0.304416279	0.252007991	0.382273673	0.331432591	0.429483464	0.320008145	0.268137663	0	0.289495817	0.165270732	0.383595881	0.302703869	0.320038222	0.295054195	0.352620954	0.437863555	0.287765119
X83_d0	0.227753577	0.233083291	0.245326333	0.275610067	0.294332638	0.27909834	0.351450215	0.257363691	0.252518312	0.230903388	0.287594681	0.326716277	0.226683882	0.329330966	0.255655407	0.326857132	0.179441305	0.296938387	0.177675431	0.275260021	0.344934283	0.383526765	0.308458413	0.374157305	0.311838286	0.276440671	0.286671595	0.34546455	0.291325198	0.221340645	0.154519396	0.181484799	0.141407804	0.248403963	0.26108845	0.26478768	0.187856513	0.219095141	0.359449108	0.347849106	0.281734821	0.277006577	0.289495817	0	0.278636708	0.243956514	0.189874814	0.285171009	0.189918041	0.183141587	0.335922637	0.330878365
X84_d0	0.420922454	0.439067849	0.385625057	0.395806996	0.244977223	0.391295172	0.214245455	0.326586535	0.335793458	0.434534413	0.407490117	0.437056208	0.329130662	0.322906355	0.256449987	0.36979297	0.373918041	0.388043755	0.381773196	0.247774975	0.193961117	0.187331219	0.243330093	0.206123928	0.208652978	0.374375219	0.360835463	0.187538901	0.13376338	0.314256483	0.28145045	0.227620957	0.371410995	0.205391979	0.241864684	0.289672518	0.238005457	0.406641067	0.237249027	0.442420743	0.394447109	0.220300708	0.165270732	0.278636708	0	0.432619078	0.371163309	0.400878917	0.296448753	0.357065109	0.460413582	0.206849458
X85_d0	0.204481939	0.234060911	0.215580902	0.25410513	0.32435591	0.274798459	0.461495574	0.269704966	0.246856681	0.159591573	0.14633929	0.374717262	0.275353801	0.389891271	0.32631255	0.356667576	0.191612698	0.341947064	0.178740618	0.340812047	0.474501142	0.501930941	0.42737844	0.474612084	0.436504003	0.301766797	0.32271243	0.456190239	0.399606333	0.229842312	0.241863837	0.270517447	0.191802516	0.351601425	0.376115326	0.301740852	0.294894675	0.195026631	0.472936831	0.375973841	0.155433028	0.370244243	0.383595881	0.243956514	0.432619078	0	0.195968916	0.258860535	0.292436585	0.203023771	0.357564234	0.4470449
X86_d0	0.182712535	0.161449909	0.19994461	0.12706097	0.253744383	0.232794855	0.36942906	0.180959979	0.159956613	0.206169992	0.241959751	0.362566989	0.267952796	0.27832706	0.247242669	0.220480128	0.120267505	0.227952298	0.126136457	0.318185399	0.389476771	0.480462906	0.325281854	0.463064652	0.318313166	0.158726647	0.178672071	0.345879744	0.325570504	0.188767496	0.266032955	0.259355719	0.118193848	0.27448783	0.268918271	0.298532641	0.253796043	0.13640469	0.457216098	0.327952267	0.266213408	0.341495487	0.302703869	0.189874814	0.371163309	0.195968916	0	0.157635104	0.202717065	0.193706213	0.316352159	0.422035351
X87_d0	0.305089934	0.293632954	0.200271433	0.18652737	0.364435129	0.352040548	0.344400486	0.2113579	0.110590829	0.308635111	0.190389974	0.3926799	0.380093201	0.257479221	0.261606832	0.132791542	0.25180607	0.33435184	0.25809157	0.414468673	0.406636636	0.49624154	0.336973901	0.479387829	0.29621946	0.086479684	0.087652963	0.340871686	0.367655275	0.129824161	0.308171822	0.347565237	0.261592131	0.327489069	0.267607435	0.419697305	0.361866842	0.249207301	0.491855837	0.429226516	0.229923764	0.420871312	0.320038222	0.285171009	0.400878917	0.258860535	0.157635104	0	0.286896966	0.314306552	0.421408359	0.446948344
X88_d0	0.277770532	0.27828816	0.264829539	0.229249276	0.281909586	0.267645202	0.342377629	0.19069722	0.218103629	0.280390641	0.311296261	0.37831294	0.241779947	0.257741156	0.145989002	0.262897005	0.225925247	0.245290459	0.224731829	0.270847967	0.365403479	0.434262661	0.314959677	0.419431394	0.329078021	0.239920981	0.258167755	0.32843642	0.304959422	0.277773091	0.278871096	0.267034505	0.203030775	0.245019837	0.238812839	0.280652982	0.233924224	0.271925423	0.395069639	0.319425048	0.311082346	0.280673567	0.295054195	0.189918041	0.296448753	0.292436585	0.202717065	0.286896966	0	0.142425491	0.333619323	0.329683084
X89_d0	0.178039394	0.217999748	0.285331297	0.221495452	0.281032454	0.233931089	0.392467712	0.208402234	0.281288035	0.215965544	0.325345462	0.346222154	0.206636035	0.325701561	0.252403642	0.30963603	0.182226578	0.269408539	0.170991831	0.278903003	0.41484444	0.44506223	0.360442953	0.417705705	0.380288601	0.274472138	0.291493707	0.390440211	0.33473251	0.304047289	0.267378719	0.24530982	0.150505187	0.29314753	0.307467987	0.229739747	0.214799072	0.208219161	0.39424175	0.298795059	0.336299995	0.313389483	0.352620954	0.183141587	0.357065109	0.203023771	0.193706213	0.314306552	0.142425491	0	0.292282647	0.354447878
X9_d0	0.291819838	0.319231137	0.396603537	0.300867293	0.371578768	0.330116818	0.493307384	0.339338565	0.3812036	0.347923417	0.435746195	0.200461752	0.267733951	0.40867984	0.365882542	0.415844192	0.288406321	0.189543819	0.288553577	0.354952979	0.492230139	0.526104327	0.473021186	0.506138785	0.46242856	0.377794535	0.395419697	0.48227261	0.445843021	0.428292414	0.382869494	0.345080639	0.29352339	0.400820369	0.417669918	0.315110178	0.350041294	0.300336402	0.519952799	0.084478843	0.431714535	0.405433187	0.437863555	0.335922637	0.460413582	0.357564234	0.316352159	0.421408359	0.333619323	0.292282647	0	0.486568241
X90_d0	0.44009305	0.459029124	0.428693783	0.428396543	0.274589837	0.401207836	0.241290626	0.36029602	0.38331538	0.445899397	0.456177294	0.448558538	0.328206564	0.347125799	0.286610524	0.414109188	0.410452459	0.428427243	0.408987159	0.248698847	0.295330215	0.308993104	0.319991675	0.305139972	0.306158422	0.422484708	0.4093266	0.243455885	0.237487542	0.404153734	0.325048713	0.310811071	0.392326805	0.246327648	0.274570852	0.30179833	0.271121958	0.454128932	0.264200317	0.466250265	0.419377002	0.26417019	0.287765119	0.330878365	0.206849458	0.4470449	0.422035351	0.446948344	0.329683084	0.354447878	0.486568241	0
