AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,FamilyVar1,IsSingleNode,name,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,PhylumVar1,Radiality,selected,SelfLoops,shared name,Stress,TopologicalCoefficient
3.259259259,0,0.306818182,0,1,5,"""Ruminococcaceae""",FALSE,"""ASV206""",10,0,1,0,"""Firmicutes""",0.942070275,FALSE,0,"""ASV206""",0,0
2.024691358,0.010229812,0.493902439,0.683823529,17,4,"""S24-7""",FALSE,"""ASV207""",20.76470588,0,17,0,"""Bacteroidetes""",0.973725863,FALSE,0,"""ASV207""",434,0.329598506
2.567901235,0,0.389423077,1,3,4,""" o__Bacteroidales""",FALSE,"""ASV212""",19,0,3,0,"""Bacteroidetes""",0.959797404,FALSE,0,"""ASV212""",0,0.513513514
1.975308642,0.017237224,0.50625,0.477124183,18,3,"""Lachnospiraceae""",FALSE,"""ASV216""",18,0,18,0,"""Firmicutes""",0.974992086,FALSE,0,"""ASV216""",654,0.276923077
2.172839506,0.028372459,0.460227273,0.472222222,9,3,"""Ruminococcaceae""",FALSE,"""ASV218""",20.77777778,0,9,0,"""Firmicutes""",0.969927192,FALSE,0,"""ASV218""",724,0.362573099
2.432098765,8.78E-04,0.411167513,0.333333333,3,4,""" o__Clostridiales""",FALSE,"""ASV222""",26.66666667,0,3,0,"""Firmicutes""",0.963279519,FALSE,0,"""ASV222""",46,0.612403101
2.061728395,0.016146178,0.48502994,0.673202614,18,3,"""Lachnospiraceae""",FALSE,"""ASV228""",20.27777778,0,18,0,"""Firmicutes""",0.972776195,FALSE,0,"""ASV228""",568,0.349616858
2.259259259,0,0.442622951,1,5,3,"""Ruminococcaceae""",FALSE,"""ASV238""",27.6,0,5,0,"""Firmicutes""",0.967711301,FALSE,0,"""ASV238""",0,0.501818182
2.148148148,0.003076385,0.465517241,0.678571429,8,3,"""Paraprevotellaceae""",FALSE,"""ASV249""",21.625,0,8,0,"""Bacteroidetes""",0.970560304,FALSE,0,"""ASV249""",132,0.354508197
2.666666667,0,0.375,0,1,4,""" o__Clostridiales""",FALSE,"""ASV266""",31,0,1,0,"""Firmicutes""",0.957264957,FALSE,0,"""ASV266""",0,0
1.790123457,0.073208965,0.55862069,0.5,24,3,"""Lachnospiraceae""",FALSE,"""ASV288""",18.58333333,0,24,0,"""Firmicutes""",0.979740424,FALSE,0,"""ASV288""",1734,0.256944444
2.407407407,0,0.415384615,1,3,4,""" o__Clostridiales""",FALSE,"""ASV290""",35.66666667,0,3,0,"""Firmicutes""",0.963912631,FALSE,0,"""ASV290""",0,0.775362319
2.666666667,0,0.375,0,1,4,""" o__Clostridiales""",FALSE,"""ASV297""",31,0,1,0,"""Firmicutes""",0.957264957,FALSE,0,"""ASV297""",0,0
2.925925926,0,0.341772152,0,1,4,"""Paraprevotellaceae""",FALSE,"""ASV30""",17,0,1,0,"""Bacteroidetes""",0.950617284,FALSE,0,"""ASV30""",0,0
3.209876543,0,0.311538462,0,1,4,"""Lachnospiraceae""",FALSE,"""ASV306""",7,0,1,0,"""Firmicutes""",0.943336499,FALSE,0,"""ASV306""",0,0
1.666666667,0.097590137,0.6,0.382795699,31,3,"""Lachnospiraceae""",FALSE,"""ASV308""",15.93548387,0,31,0,"""Firmicutes""",0.982905983,FALSE,0,"""ASV308""",2590,0.209252971
1.679012346,0.198510176,0.595588235,0.255913978,31,3,"""Ruminococcaceae""",FALSE,"""ASV311""",13.61290323,0,31,0,"""Firmicutes""",0.982589427,FALSE,0,"""ASV311""",4256,0.189459337
1.802469136,0.052373424,0.554794521,0.483333333,25,3,"""Mogibacteriaceae""",FALSE,"""ASV314""",18.2,0,25,0,"""Firmicutes""",0.979423868,FALSE,0,"""ASV314""",1610,0.255774648
2.851851852,0,0.350649351,1,2,4,"""Ruminococcaceae""",FALSE,"""ASV319""",17,0,2,0,"""Firmicutes""",0.952516619,FALSE,0,"""ASV319""",0,0.772727273
1.87654321,0.052314895,0.532894737,0.502164502,22,3,"""Lachnospiraceae""",FALSE,"""ASV324""",18.59090909,0,22,0,"""Firmicutes""",0.977524533,FALSE,0,"""ASV324""",1550,0.272727273
2.518518519,0,0.397058824,0,1,4,"""Ruminococcaceae""",FALSE,"""ASV361""",39,0,1,0,"""Firmicutes""",0.961063628,FALSE,0,"""ASV361""",0,0
2.456790123,0,0.407035176,1,2,4,"""Ruminococcaceae""",FALSE,"""ASV366""",38,0,2,0,"""Firmicutes""",0.962646407,FALSE,0,"""ASV366""",0,0.88372093
2.777777778,0,0.36,0,1,4,"""Lachnospiraceae""",FALSE,"""ASV379""",24,0,1,0,"""Firmicutes""",0.954415954,FALSE,0,"""ASV379""",0,0
2.222222222,0.027118088,0.45,0.476190476,7,3,"""Mogibacteriaceae""",FALSE,"""ASV382""",19.71428571,0,7,0,"""Firmicutes""",0.968660969,FALSE,0,"""ASV382""",586,0.355844156
2.37037037,0,0.421875,1,3,4,"""Ruminococcaceae""",FALSE,"""ASV383""",29.33333333,0,3,0,"""Firmicutes""",0.964862298,FALSE,0,"""ASV383""",0,0.598639456
1.901234568,0.013987925,0.525974026,0.636842105,20,3,"""Lachnospiraceae""",FALSE,"""ASV407""",20.75,0,20,0,"""Firmicutes""",0.976891421,FALSE,0,"""ASV407""",628,0.300724638
2.407407407,0.025587106,0.415384615,0.476190476,7,4,"""Lachnospiraceae""",FALSE,"""ASV418""",14.57142857,0,7,0,"""Firmicutes""",0.963912631,FALSE,0,"""ASV418""",780,0.335548173
2.518518519,0,0.397058824,0,1,4,"""Ruminococcaceae""",FALSE,"""ASV423""",39,0,1,0,"""Firmicutes""",0.961063628,FALSE,0,"""ASV423""",0,0
3.395061728,0,0.294545455,0,1,5,"""S24-7""",FALSE,"""ASV435""",7,0,1,0,"""Bacteroidetes""",0.938588161,FALSE,0,"""ASV435""",0,0
1.962962963,0.008020578,0.509433962,0.713450292,19,3,""" o__Clostridiales""",FALSE,"""ASV436""",21.63157895,0,19,0,"""Firmicutes""",0.975308642,FALSE,0,"""ASV436""",382,0.332793522
2.407407407,0.001760843,0.415384615,0.5,4,4,"""S24-7""",FALSE,"""ASV44""",16.5,0,4,0,"""Bacteroidetes""",0.963912631,FALSE,0,"""ASV44""",68,0.358695652
2.765432099,7.27E-04,0.361607143,0,2,4,"""Ruminococcaceae""",FALSE,"""ASV462""",13.5,0,2,0,"""Firmicutes""",0.95473251,FALSE,0,"""ASV462""",26,0.520833333
3.345679012,0,0.298892989,0,1,5,"""Mogibacteriaceae""",FALSE,"""ASV464""",6,0,1,0,"""Firmicutes""",0.939854384,FALSE,0,"""ASV464""",0,0
2.358024691,0.001596564,0.42408377,0.714285714,7,4,"""Coriobacteriaceae""",FALSE,"""ASV470""",20.28571429,0,7,0,"""Actinobacteria""",0.965178854,FALSE,0,"""ASV470""",62,0.431610942
2.555555556,0,0.391304348,1,2,4,"""Lachnospiraceae""",FALSE,"""ASV482""",26.5,0,2,0,"""Firmicutes""",0.96011396,FALSE,0,"""ASV482""",0,0.679487179
1.87654321,0.03101249,0.532894737,0.657142857,21,3,"""Mogibacteriaceae""",FALSE,"""ASV486""",21.23809524,0,21,0,"""Firmicutes""",0.977524533,FALSE,0,"""ASV486""",908,0.307108351
3.259259259,0,0.306818182,0,1,5,"""Erysipelotrichaceae""",FALSE,"""ASV488""",10,0,1,0,"""Firmicutes""",0.942070275,FALSE,0,"""ASV488""",0,0
2.555555556,6.17E-05,0.391304348,0.833333333,4,4,"""Lachnospiraceae""",FALSE,"""ASV493""",20.25,0,4,0,"""Firmicutes""",0.96011396,FALSE,0,"""ASV493""",2,0.5625
1.938271605,0.118559675,0.515923567,0.279411765,17,3,"""Rikenellaceae""",FALSE,"""ASV51""",14.82352941,0,17,0,"""Bacteroidetes""",0.975941754,FALSE,0,"""ASV51""",2510,0.224434389
2.271604938,0.049717478,0.440217391,0.488888889,10,4,"""Lachnospiraceae""",FALSE,"""ASV514""",18.4,0,10,0,"""Firmicutes""",0.967394745,FALSE,0,"""ASV514""",1458,0.379166667
2.209876543,1.48E-04,0.452513966,0.944444444,9,3,""" o__RF32""",FALSE,"""ASV515""",25.44444444,0,9,0,"""Proteobacteria""",0.968977525,FALSE,0,"""ASV515""",12,0.462626263
2.814814815,0.001085513,0.355263158,0,3,4,"""Ruminococcaceae""",FALSE,"""ASV54""",8.333333333,0,3,0,"""Firmicutes""",0.953466287,FALSE,0,"""ASV54""",30,0.366666667
2.654320988,0,0.376744186,0,1,4,"""Peptostreptococcaceae""",FALSE,"""ASV548""",31,0,1,0,"""Firmicutes""",0.957581513,FALSE,0,"""ASV548""",0,0
2.444444444,2.57E-05,0.409090909,0.833333333,4,4,"""Lachnospiraceae""",FALSE,"""ASV555""",24.25,0,4,0,"""Firmicutes""",0.962962963,FALSE,0,"""ASV555""",2,0.577380952
2.345679012,0,0.426315789,1,3,3,"""Ruminococcaceae""",FALSE,"""ASV569""",29.33333333,0,3,0,"""Firmicutes""",0.96549541,FALSE,0,"""ASV569""",0,0.586666667
2.37037037,8.66E-04,0.421875,0.733333333,6,4,"""Ruminococcaceae""",FALSE,"""ASV579""",21,0,6,0,"""Firmicutes""",0.964862298,FALSE,0,"""ASV579""",48,0.4375
3.209876543,0,0.311538462,0,1,4,"""Ruminococcaceae""",FALSE,"""ASV58""",7,0,1,0,"""Firmicutes""",0.943336499,FALSE,0,"""ASV58""",0,0
2.75308642,6.61E-04,0.3632287,0,2,4,"""Lachnospiraceae""",FALSE,"""ASV60""",14,0,2,0,"""Firmicutes""",0.955049066,FALSE,0,"""ASV60""",24,0.52
1.950617284,0.008945114,0.512658228,0.666666667,19,3,"""Bacteroidaceae""",FALSE,"""ASV61""",20.47368421,0,19,0,"""Bacteroidetes""",0.975625198,FALSE,0,"""ASV61""",438,0.310207337
2.777777778,0,0.36,0,1,4,"""Lachnospiraceae""",FALSE,"""ASV624""",24,0,1,0,"""Firmicutes""",0.954415954,FALSE,0,"""ASV624""",0,0
2.469135802,3.92E-04,0.405,0.666666667,3,4,""" o__Clostridiales""",FALSE,"""ASV637""",23.33333333,0,3,0,"""Firmicutes""",0.962329851,FALSE,0,"""ASV637""",20,0.542635659
2.49382716,0,0.400990099,1,2,4,"""Ruminococcaceae""",FALSE,"""ASV643""",31.5,0,2,0,"""Firmicutes""",0.961696739,FALSE,0,"""ASV643""",0,0.75
2.925925926,0,0.341772152,0,1,4,"""Spirochaetaceae""",FALSE,"""ASV65""",17,0,1,0,"""Spirochaetes""",0.950617284,FALSE,0,"""ASV65""",0,0
2.654320988,0,0.376744186,0,1,4,"""Paraprevotellaceae""",FALSE,"""ASV66""",32,0,1,0,"""Bacteroidetes""",0.957581513,FALSE,0,"""ASV66""",0,0
2.925925926,0,0.341772152,0,1,4,"""Ruminococcaceae""",FALSE,"""ASV70""",17,0,1,0,"""Firmicutes""",0.950617284,FALSE,0,"""ASV70""",0,0
1.975308642,0.015639141,0.50625,0.7,16,3,"""Ruminococcaceae""",FALSE,"""ASV702""",22.5,0,16,0,"""Firmicutes""",0.974992086,FALSE,0,"""ASV702""",534,0.335820896
2.160493827,0.001992214,0.462857143,0.745454545,11,4,"""S24-7""",FALSE,"""ASV73""",22.63636364,0,11,0,"""Bacteroidetes""",0.970243748,FALSE,0,"""ASV73""",86,0.390282132
2.567901235,4.01E-04,0.389423077,0.666666667,3,4,"""Rikenellaceae""",FALSE,"""ASV74""",17.66666667,0,3,0,"""Bacteroidetes""",0.959797404,FALSE,0,"""ASV74""",18,0.477477477
2.345679012,4.72E-04,0.426315789,0.904761905,7,4,"""Lachnospiraceae""",FALSE,"""ASV748""",23.42857143,0,7,0,"""Firmicutes""",0.96549541,FALSE,0,"""ASV748""",30,0.488095238
2.259259259,8.46E-04,0.442622951,0.892857143,8,3,"""Ruminococcaceae""",FALSE,"""ASV76""",23.375,0,8,0,"""Firmicutes""",0.967711301,FALSE,0,"""ASV76""",36,0.449519231
1.987654321,0.002050078,0.50310559,0.790849673,18,3,"""Ruminococcaceae""",FALSE,"""ASV766""",22.83333333,0,18,0,"""Firmicutes""",0.97467553,FALSE,0,"""ASV766""",168,0.356770833
2.259259259,8.46E-04,0.442622951,0.892857143,8,3,"""Ruminococcaceae""",FALSE,"""ASV77""",23.375,0,8,0,"""Firmicutes""",0.967711301,FALSE,0,"""ASV77""",36,0.449519231
1.962962963,0.019782778,0.509433962,0.490196078,18,3,"""Mogibacteriaceae""",FALSE,"""ASV873""",17.66666667,0,18,0,"""Firmicutes""",0.975308642,FALSE,0,"""ASV873""",754,0.267676768
1.666666667,0.13199082,0.6,0.3125,32,3,"""Ruminococcaceae""",FALSE,"""ASV89""",14.875,0,32,0,"""Firmicutes""",0.982905983,FALSE,0,"""ASV89""",3432,0.197916667
1.567901235,0.129742481,0.637795276,0.322822823,37,3,""" o__Clostridiales""",FALSE,"""ASV91""",14.83783784,0,37,0,"""Firmicutes""",0.98543843,FALSE,0,"""ASV91""",3544,0.187820732
2.666666667,0,0.375,0,1,4,"""Ruminococcaceae""",FALSE,"""ASV912""",31,0,1,0,"""Firmicutes""",0.957264957,FALSE,0,"""ASV912""",0,0
2.864197531,0,0.349137931,0,1,4,"""Ruminococcaceae""",FALSE,"""ASV988""",22,0,1,0,"""Firmicutes""",0.952200063,FALSE,0,"""ASV988""",0,0
