	10_d84	11_d84	12_d84	13_d84	14_d84	15_d84	16_d84	17_d84	18_d84	19_d84	2_d84	20_d84	21_d84	23_d84	24_d84	26_d84	27_d84	28_d84	29_d84	3_d84	30_d84	4_d84	5_d84	6_d84	61_d84	62_d84	64_d84	65_d84	66_d84	68_d84	7_d84	70_d84	71_d84	72_d84	73_d84	74_d84	75_d84	76_d84	77_d84	78_d84	79_d84	8_d84	80_d84	81_d84	83_d84	84_d84	85_d84	86_d84	88_d84	89_d84	9_d84	90_d84
X80_d84	0.131162494	0.186539488	0.164257803	0.161860823	0.177382978	0.143017366	0.265445499	0.154100378	0.18592527	0.285979947	0.195316836	0.185543757	0.186168746	0.21517773	0.170806451	0.228918305	0.152392014	0.237713778	0.24994926	0.194267708	0.30191191	0.228560575	0.184671176	0.210140965	0.126492767	0.152380861	0.265397148	0.172446916	0.191009416	0.172833702	0.220016157	0.179627277	0.176296327	0.186471464	0.127627965	0.198017163	0.130996142	0.176815697	0.126407414	0.136430511	0.228515731	0.193345604	0	0.136760083	0.134207649	0.179855429	0.136584691	0.215297246	0.112069172	0.163507152	0.189826296	0.190067745
X81_d84	0.121297484	0.217143709	0.175891348	0.141876116	0.154189193	0.126892188	0.295586109	0.155090606	0.217933577	0.262651392	0.203502916	0.20588027	0.181178081	0.189333001	0.174784847	0.215103734	0.143759501	0.257575554	0.275383043	0.229208259	0.322861146	0.209946339	0.175589572	0.234201846	0.105101148	0.088427992	0.221318636	0.11351358	0.12360182	0.180161923	0.182983183	0.10395619	0.118331964	0.106135294	0.115459804	0.193620616	0.096952393	0.102134462	0.066765178	0.085824855	0.158990969	0.201796629	0.136760083	0	0.127269824	0.112319214	0.113421208	0.187777386	0.140952652	0.090553637	0.206271569	0.130345121
X83_d84	0.124041997	0.194879178	0.147411052	0.151057564	0.148525029	0.146639614	0.260828347	0.141887481	0.180521245	0.258416833	0.175905663	0.169844182	0.177969354	0.184643116	0.120896392	0.19414832	0.12878652	0.223300247	0.236124491	0.193069184	0.28897802	0.197407469	0.143706422	0.186404685	0.128115045	0.163091687	0.295734007	0.18740727	0.19454831	0.142965888	0.186468836	0.17457764	0.193600548	0.190390733	0.114301031	0.173028478	0.159430063	0.192649292	0.128372299	0.138855698	0.23890081	0.156743669	0.134207649	0.127269824	0	0.16917532	0.137797731	0.189464937	0.120578371	0.173895907	0.17409506	0.218386974
X84_d84	0.159364736	0.226768831	0.196703542	0.182416656	0.14547366	0.16855603	0.296866877	0.186418105	0.216028822	0.271160446	0.213188899	0.211903204	0.16875362	0.181715419	0.195557293	0.233479454	0.168582412	0.275985472	0.28781078	0.227063046	0.33606086	0.22085545	0.197143275	0.250220557	0.130288104	0.138713561	0.229257148	0.172787467	0.086187251	0.189727756	0.169041091	0.114147982	0.119473783	0.115122435	0.1507343	0.209184449	0.143004042	0.109178346	0.126150238	0.141552679	0.170305426	0.220448127	0.179855429	0.112319214	0.16917532	0	0.126071103	0.198005143	0.182892959	0.084280143	0.223119012	0.133678393
X85_d84	0.12674343	0.172070691	0.147957143	0.152881528	0.141101071	0.145831851	0.260973009	0.158085772	0.167631156	0.24213502	0.173094024	0.175093505	0.150614965	0.173754105	0.150243052	0.201910348	0.137863871	0.234853807	0.243409284	0.181426014	0.299291915	0.188496071	0.159159768	0.207926408	0.097473428	0.136443539	0.265613221	0.161171316	0.155912168	0.155606506	0.171938623	0.168533264	0.175273722	0.170921589	0.149122109	0.183945901	0.11067293	0.158524655	0.095775517	0.135566838	0.230958262	0.168082002	0.136584691	0.113421208	0.137797731	0.126071103	0	0.168002335	0.154290519	0.127967297	0.178923856	0.182546708
X86_d84	0.216126899	0.222924701	0.205548575	0.241857268	0.21067786	0.215554963	0.289039459	0.240551469	0.220401822	0.28365025	0.226865966	0.219141469	0.192100738	0.246943238	0.229934089	0.251556278	0.189247013	0.271392349	0.274223836	0.212502957	0.328494083	0.246590702	0.240372274	0.249199343	0.178331743	0.191012683	0.317832418	0.213711871	0.237264815	0.223580552	0.217850505	0.245838805	0.240912915	0.242430149	0.196242682	0.199484437	0.194283228	0.233027882	0.160828327	0.205506488	0.28828164	0.232632778	0.215297246	0.187777386	0.189464937	0.198005143	0.168002335	0	0.212873531	0.19873448	0.207704108	0.180565072
X88_d84	0.145350889	0.210046342	0.173866978	0.165859406	0.164787533	0.165821756	0.28019521	0.172333688	0.208866959	0.278179201	0.201523838	0.195084741	0.200574692	0.188894003	0.152363423	0.204893414	0.160855797	0.243400233	0.250952381	0.220461748	0.304286559	0.205438379	0.188337967	0.230468383	0.129380165	0.150169707	0.296958795	0.163237924	0.191568098	0.153789182	0.2052854	0.189196322	0.187206843	0.189633838	0.121302644	0.209508959	0.156586692	0.191384526	0.132875238	0.155986293	0.232268452	0.203038179	0.112069172	0.140952652	0.120578371	0.182892959	0.154290519	0.212873531	0	0.175416706	0.194454654	0.200075436
X89_d84	0.155391515	0.247329548	0.209790284	0.166752565	0.171706548	0.150043968	0.305029493	0.177893011	0.220978913	0.289406856	0.233811415	0.229143123	0.193900152	0.198576377	0.209914806	0.247780903	0.185411286	0.28480936	0.297300508	0.231993796	0.355511281	0.23868393	0.208025741	0.272317189	0.120153502	0.116333308	0.220753406	0.137599097	0.11168446	0.212028722	0.185774266	0.118759579	0.124872191	0.124821615	0.141348151	0.214947562	0.107800797	0.102149381	0.09907936	0.114036836	0.172747969	0.246419843	0.163507152	0.090553637	0.173895907	0.084280143	0.127967297	0.19873448	0.175416706	0	0.231901273	0.113950699
X9_d84	0.172022602	0.164644993	0.122616088	0.202532413	0.185850874	0.194977917	0.181850191	0.157913411	0.133253605	0.244670729	0.159205399	0.117330582	0.147260998	0.203185226	0.132319025	0.162671558	0.149711988	0.164768404	0.19168823	0.16831562	0.247218983	0.195427457	0.156735675	0.136147023	0.17874108	0.231719677	0.362903551	0.231234065	0.252503936	0.16252901	0.187604178	0.251125591	0.268699208	0.262659732	0.180938914	0.168851612	0.214831078	0.255684271	0.203633243	0.227865545	0.32437909	0.120063241	0.189826296	0.206271569	0.17409506	0.223119012	0.178923856	0.207704108	0.194454654	0.231901273	0	0.281424516
X90_d84	0.201083081	0.292664968	0.263923192	0.214599744	0.217284097	0.179742729	0.360343969	0.234452617	0.27268965	0.33496016	0.276025408	0.280997338	0.240202795	0.237902485	0.266104468	0.296668497	0.222452324	0.33267816	0.344721733	0.276033013	0.396167174	0.286737613	0.259538604	0.318404225	0.171119208	0.12972952	0.211904878	0.166892099	0.145810323	0.258711967	0.237200928	0.141588537	0.138817979	0.126057062	0.186043653	0.257400502	0.146426887	0.104503077	0.146252995	0.145292509	0.165453084	0.290766457	0.190067745	0.130345121	0.218386974	0.133678393	0.182546708	0.180565072	0.200075436	0.113950699	0.281424516	0
